no,ELE,SLP,TMP,PPT,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster
element_1339,79.17842438,0.255116804,-1.648068218,488.3488635,12235.6,3.073651157,18.43502601,50.49761197,67.03406794,13.72568703,47.38319397,33.71603394,12
element_1340,73.33170441,0.246450284,-1.996129173,516.0044394,288135,3.126957072,20.57561002,53.21970179,66.48841289,13.67855167,48.66085052,33.37643814,12
element_1341,105.8064009,0.334972332,-0.724422702,576.8791105,242873.9,2.540014259,24.00507323,52.56954937,65.0854201,11.53592205,54.6183548,30.038517,12
element_1342,138.6341994,0.292986935,-0.959713507,574.5475722,25106.7,2.748149315,18.76842156,50.58300503,65.58224632,14.29102898,45.92883682,36.39200592,12
element_1343,91.10981369,0.252140805,-2.132838657,525.3719354,208498.3,2.985528599,20.93439431,55.19241412,66.36392587,12.9982748,49.74665451,33.04873657,12
element_1344,133.991635,0.238164402,-0.354291597,621.090377,29905.4,3.062280617,19.41041075,53.81970994,63.97872578,11.42598724,53.57571793,31.62694359,12
element_1345,180.5629562,0.586661198,-4.389014107,548.1984531,91134.6,2.799795298,20.22654207,60.43690754,66.63120982,14.02197075,46.48667145,34.03019714,12
element_1346,198.9991149,0.554344089,-1.343395069,651.6833643,93177.9,2.796453307,19.73475316,57.17197015,63.64286058,11.90458488,51.30722046,33.08459091,12
element_1347,104.0567246,0.356320373,-5.660652595,475.5029985,75597.5,2.713527616,17.17981229,61.22754399,68.56797781,13.3398695,39.85536194,35.67053223,1
element_1348,286.8117891,2.087223816,18.95748412,495.7681246,9452.7,1.685844314,19.79033442,33.23078562,35.05257685,21.89385796,22.6271553,25.40897369,5
element_1349,285.4445913,3.820572613,16.53890028,643.6266162,21105.3,0.897858234,11.10729747,25.4941777,36.799903,16.35720253,25.98195076,23.23677444,5
element_1350,413.3250168,2.638884208,17.7168739,528.4705241,26322.7,1.415823538,19.78171551,14.15828914,37.57274294,21.90865326,23.32648659,33.15378571,5
element_1351,390.2618418,2.916884381,16.01694897,642.6301543,33396.8,1.655378494,19.99705503,9.050446204,40.65444607,17.83405876,35.14369202,29.48006058,5
element_1352,128.7109835,1.391003231,17.16554412,568.2813466,5270,1.544953146,15.37076825,2.903021879,39.56905748,16.04345894,23.38754463,20.38937187,5
element_1353,149.4582216,0.990058372,9.827816621,996.1784597,72491.2,1.92695219,26.76863696,-3.034087975,52.17800078,23.2534256,34.14003754,31.68142319,5
element_1354,241.2598273,1.813473383,8.190129525,1475.478475,76262.8,1.431935792,26.03759174,-4.133098005,56.65913155,14.43837929,45.4237709,23.66113663,5
element_1355,96.10436423,0.493021106,9.962824039,806.9513568,78341.5,2.732930075,22.12321755,-0.633056557,52.83525379,26.98613167,33.68921661,33.0799408,5
element_1356,127.4366679,1.804801792,9.61929671,1002.859169,610.2,1.127213355,17.36317338,-4.540330162,54.2265877,12.55624962,26.73749924,21.42333412,5
element_1357,67.54245453,1.076008043,8.639087555,1638.158445,3614.1,1.555800087,19.06637909,-6.879618376,57.89710423,10.54257679,31.41430092,13.9151001,5
element_1358,-26.40750885,0,8.5,913,1.3,0,0,-4.406737751,59.08648097,0,0,0,5
element_1359,38.31606865,0.877082581,8.320843611,1096.503082,1254.1,1.476598286,6.767864087,-3.019839099,59.03267515,7.83614254,18.96535492,13.93262196,5
element_1360,106.989055,0.870412531,9.698078376,1299.913008,85561.3,2.22411241,26.60697818,-7.915187046,53.42587345,18.38869858,39.26515198,28.37328911,5
element_1361,-1,0.017455065,9.7,1224,0.3,0,0,-13.68834076,57.59657878,0,0,0,5
element_1362,64.68990642,0.494412193,8.474582623,570.3146402,610.9,1.441621543,11.97093917,14.91140682,55.12524342,9.982639313,36.26909637,15.5152607,5
element_1363,24.30514323,0.161829695,7.973537262,555.2166307,3306.2,3.104360104,11.94413645,18.55048079,57.51656501,11.8570652,30.52336884,22.15413475,5
element_1364,9.558628477,0.218040969,6.170989171,570.2199204,1442.6,2.480064479,2.366875026,20.05620435,60.18397792,2.811855555,27.50343704,6.411764622,5
element_1365,11.32690602,0.098530981,7.072957381,613.7334593,4206,3.585806434,11.23534975,22.57167167,58.52470574,6.728070259,34.84685516,18.19287872,5
element_1366,195.4901239,2.137572207,3.933815265,1075.580805,2524.3,1.333869267,26.04740134,-21.82922789,64.18839346,9.994764328,53.16055679,12.45153904,12
element_1367,459.2048343,1.927304633,1.528318832,939.4538578,3652.7,1.977334962,29.86691652,-20.90155347,64.74614243,10.73408413,54.73032761,16.61495018,12
element_1368,450.9023284,2.343034805,1.620315723,907.9157302,39708.4,1.677904063,21.92099041,-20.05816832,65.46714015,11.33024025,45.75613022,17.58644485,12
element_1369,737.4425881,1.082270167,0.690500622,972.576099,7550.5,2.016338506,30.59467493,-16.41837019,65.20086979,12.06476021,49.35396194,19.81656837,12
element_1370,526.7941536,2.125696249,1.787412816,1124.941397,32252.9,1.816501813,35.12629312,-16.22870047,64.76223905,11.0028553,47.61001587,18.48967743,12
element_1371,660.0528922,1.143405562,1.855986989,1251.938396,8277.8,2.148779741,36.79616173,-18.92184112,64.32677302,10.91022491,50.3757782,20.58463287,12
element_1372,123.4226705,0.720574145,3.745704076,1187.921112,1290.4,2.952682338,31.29173167,-20.41488132,63.9817563,9.789017677,61.52384567,16.14815903,12
element_1373,488.997086,1.660200308,2.092564914,1080.486754,5769.4,1.87857332,35.37349374,-20.25286206,64.40224971,9.753472328,57.32364655,18.04751778,12
element_1374,205.0660158,2.041633957,4.056082414,1221.84697,828.5,1.547161039,31.85987967,-21.60423651,63.92684465,7.516587734,64.07227325,10.58885288,12
element_1375,52.24253901,0.89195964,7.831425618,1247.411605,1668.3,1.09965926,5.491186227,-1.259468939,60.3716878,9.524845123,29.77950287,13.13442802,5
element_1376,186.6793384,3.132052694,6.588308958,2870.932091,1717.9,0.861600809,11.2346684,-6.883465292,62.06974283,6.649180412,34.03360748,8.53125,3
element_1377,436.983535,6.843068138,-1.885561645,814.3295663,384.4,-0.144257451,6.737814388,-8.384324942,71.01520525,1.523809552,10.30952358,26,12
element_1378,361.4900923,2.082002982,-6.536614846,458.5638362,61158.1,1.534526507,12.16245396,18.52905288,78.88557958,3.335579634,21.98837662,28.5,1
element_1379,169.0279562,1.525949323,-11.23370772,241.894859,16035.6,1.129270655,3.242483813,56.1639697,80.72024944,1.318401933,22.1785717,2.714285612,1
element_1380,315.8454135,1.487232898,-8.647280008,314.0550397,79657,1.640123089,13.74306541,58.22998471,74.01529656,11.76523781,37.51875687,35.72333527,1
element_1381,422.8268063,3.973495277,16.85579928,379.8586895,3147.6,2.676135608,23.89392751,54.01667444,36.76999946,26.74498367,25.97801018,31.74535751,5
element_1382,756.082265,3.176053998,16.38927805,269.8686225,11589,2.937550635,23.47040023,55.32631843,37.19252957,26.33066559,34.35637283,31.69388962,8
element_1383,-18.21424632,0.027167419,18.57946772,306.2323982,1605.7,5.337699748,22.28924663,54.26263589,37.25168137,36.83080673,25.82070732,33.79748535,2
element_1384,800.5923204,1.888466459,15.63100203,260.3758274,36401.2,2.661239146,23.50760547,56.38468616,37.78821379,21.77528572,42.59700394,26.31088829,5
element_1385,62.10026579,0.225722203,17.56435331,177.3840671,21400,4.015439231,25.57929754,54.43203503,38.67386818,18.66002464,54.96657562,17.84664917,2
element_1386,126.4069869,0.590795828,16.24584883,128.7658983,51498.9,3.007404009,24.89890425,55.72975004,40.25991002,14.58792973,63.96106339,16.28075981,5
element_1387,64.64853927,0.429216976,16.08003876,111.7681555,4426.2,2.706801269,19.5500523,53.14694749,40.25498241,16.73336792,55.47057343,13.21759129,5
element_1388,92.1951634,0.301593575,14.34526038,116.2636099,58201.4,3.214426197,22.64513221,54.08971557,41.76757736,18.69760513,48.63153839,27.02104378,5
element_1389,115.4645224,0.42190805,13.01644147,127.4371497,38781.8,2.705479369,21.42499184,52.51791531,43.40685169,21.65979958,40.50801086,29.12018585,5
element_1390,-0.301689419,0.15611542,12.06407985,132.9148727,14912.3,4.41010927,19.31684491,52.06493982,44.95501491,27.03502274,33.76105118,26.65131569,5
element_1391,41.08417421,0.308381966,11.63774882,139.7916279,23806.2,3.819655625,22.2097181,53.65343478,44.81773715,27.1257515,38.23329926,29.43880272,5
element_1392,-14.10179789,0.040346698,10.81674348,150.1457783,19955.5,5.224492465,20.35478927,53.97620033,46.30142173,27.35070229,44.82024384,21.69189072,5
element_1393,141.5353745,0.255511354,7.988846351,208.5845761,73153.5,3.270471185,21.19334687,55.75073324,48.10321714,22.35905647,46.35938644,27.29668999,5
element_1394,-26.17182431,0.01502173,10.27080514,153.2092439,937.3,5.406232113,13.3134822,52.75312493,47.00468925,21.52444077,36.22276688,18.08291435,5
element_1395,79.87900434,0.16388736,7.958678527,225.9313865,74239.9,4.20050296,21.8203529,53.83097088,49.21230203,21.61588097,45.71361542,29.31625938,5
element_1396,-26.28617176,0.009817645,10.30825943,163.1335491,2009.2,6.16036841,15.12426152,52.14483289,46.9890973,26.9303627,27.96657372,30.30351448,5
element_1397,65.14303554,0.19770188,7.90999882,255.1635649,210581.2,4.000905757,20.96216619,52.07029094,50.64324043,23.82411003,41.41786194,30.96381569,5
element_1398,228.3609471,0.367115582,5.96730857,310.8258148,41875.4,2.781425155,20.14863763,56.00511894,50.4833072,25.38994217,32.2324791,38.95061874,12
element_1399,137.9743452,0.389116607,5.841468799,344.748759,119052.7,2.600775187,20.47931466,54.45247095,51.5600462,33.75551605,18.78707123,41.34666061,12
element_1400,332.6530087,0.735418214,4.15499505,453.1687268,31039.6,2.002887344,19.54479812,56.45899113,52.26646275,27.16580772,20.90877342,46.52559662,12
element_1401,252.010671,0.561345567,4.956290294,373.9934746,82528,2.344232504,20.20066952,56.92533197,51.2683342,30.91375923,21.79718971,41.97261429,12
element_1402,315.5010527,0.25733453,4.828057222,286.9302554,18532.6,3.131172882,21.72012247,58.86236599,50.31736694,23.5542717,34.34963989,38.42761612,12
element_1403,225.3851616,0.417044589,4.620940129,319.0954487,45909.3,2.655452266,20.25139407,58.63458997,51.27754168,17.3392849,48.7142868,29.7029705,12
element_1404,317.4260521,0.287705823,4.049648872,314.3819636,8027.8,2.761950839,19.1147686,59.90435084,51.37704009,26.01920891,30.24881744,40.32191849,12
element_1405,409.7620046,0.528984597,2.841415691,421.7674289,37656.7,2.403626061,19.04262157,59.0983295,52.81865125,27.11567879,25.21194077,43.72307587,12
element_1406,-23.97216139,0.011259205,10.13173647,172.3070217,3036.3,6.06013638,16.98108829,51.43466401,47.24171369,33.78336716,26.28934288,32.44882965,5
element_1407,-16.09913602,0.010759206,9.795764886,182.5394025,8909.2,6.433446621,21.81445776,50.90101956,47.77344147,20.61363602,57.84680176,19.1777153,5
element_1408,-21.21688464,0.011141723,10.35368605,175.5633069,8536.5,6.286901015,19.88980142,49.96105836,46.9661581,18.28166008,60.58994293,10.17109394,5
element_1409,-17.48914073,0.012522268,10.52012967,197.4540654,5390.1,6.227383313,22.84922504,49.02929006,47.00762644,9.750562668,75.60101318,10.82053661,5
element_1410,-26.07096452,0.013991163,10.9316306,179.1563097,886.7,6.155918235,12.66942877,49.25175667,46.41469249,19.54669571,16.68606377,26.06738281,5
element_1411,-19.29497068,0.016520847,10.80798386,203.1440309,2562.2,5.831874243,21.90242481,48.56064698,46.70244034,9.401315689,72.50784302,14.9357214,5
element_1412,-25.52415329,0.011718667,11.1489317,180.8958662,1308.2,5.801016148,16.79927371,49.01447968,46.22581049,12.96141338,21.06358719,22.4883213,5
element_1413,-13.52213637,0.014162057,10.54757292,223.7646463,8293.6,5.940268279,22.10515998,48.03307324,47.20822636,12.28774452,65.46630096,18.96172333,5
element_1414,-25.23169705,0.009622222,11.24663402,195.6480858,8134.9,6.246872039,15.61321396,48.27048804,45.93062951,14.66232204,37.37618637,25.04036522,5
element_1415,6.822336142,0.086651102,9.775398242,298.5986341,1404107.6,4.711225135,22.22148829,46.25298353,47.76245963,22.41728973,40.06546021,34.10217667,5
element_1416,48.62164515,0.099405287,8.003108807,369.0403095,12125,4.212912966,20.58580993,46.72032601,50.4616333,22.18788528,34.77981186,37.3895874,5
element_1417,110.7445075,0.492727588,7.027098509,457.4103422,1341251.8,2.771758929,20.41439641,46.71595643,51.7808312,26.39756012,28.59408379,39.42598343,12
element_1418,87.91884828,0.286667317,6.509926142,429.6662671,24010.3,3.094030152,20.51996527,49.60011047,51.83652972,28.71861076,26.39128494,40.43121338,5
element_1419,110.6043471,0.445559446,5.975253111,491.1147265,1290950.4,2.662016238,19.05212591,48.81057692,52.76505107,29.73686218,20.48913574,43.92422485,12
element_1420,146.4798773,0.656610749,5.197450503,511.5652066,1218995.3,2.027931006,18.99203361,50.33594733,53.80227409,28.56712532,19.17386246,44.84899139,12
element_1421,159.0265668,0.557479166,5.096631154,468.6066718,46454.4,2.117363842,18.64962708,52.5912291,52.90753178,29.99343491,18.37136841,45.9639473,12
element_1422,123.3398241,0.34091703,5.020789599,525.2510783,15320.1,2.960377863,19.07478132,50.28218299,54.38874808,28.4672966,20.18548584,44.57860184,12
element_1423,98.8344145,0.335394321,5.265925261,486.8077418,1185442.9,3.192751298,19.55379485,49.01936104,54.54962871,23.9054203,20.42462921,41.68220901,12
element_1424,136.5703363,0.475040848,4.61529261,541.1955393,523324.3,2.342631971,18.26764336,50.68533509,55.33466422,25.15228844,23.69706345,45.39595413,12
element_1425,135.6162843,0.306530435,4.233270945,557.8082284,653336.5,2.874649152,19.46386557,47.12331836,56.8176965,17.26383018,37.72324371,41.08892441,12
element_1426,178.0379519,0.596724748,4.004781436,517.7143152,375862.8,2.046978527,19.05662944,53.02853151,55.33427421,25.01416206,26.03300095,44.60813904,12
element_1427,162.8280897,0.311743762,3.35426852,578.4673919,128713.4,2.784535483,19.10112143,50.35600955,58.09787699,12.85612297,44.26711655,39.75263596,12
element_1428,119.1221492,0.269722706,4.667939015,589.1602209,493758.1,3.199627704,20.59708359,44.57369805,56.38208198,13.22210217,44.70196915,39.44511414,12
element_1429,195.2149624,0.494532354,5.225306982,531.7003883,67240.1,2.208356846,19.26103934,45.83141812,54.26930375,25.59742546,26.64297104,44.18289185,12
element_1430,317.7561171,0.831098871,3.065824524,527.7324917,141609.2,2.02336562,19.39226157,56.79899962,54.91187598,23.64409065,27.7710743,44.07225418,12
element_1431,158.7484558,0.493955047,3.279296478,552.009965,198524.1,2.328995554,18.69561803,54.89663196,57.11756679,13.37924767,40.15808868,43.34318161,12
element_1432,111.743366,0.167304468,4.758348728,591.6254535,235214,3.590704709,20.23804926,43.54490355,56.8373752,10.28705406,50.46857452,36.65313339,12
element_1433,134.74419,0.197925452,5.291846917,596.7300379,244308.3,3.297684882,19.89905447,41.14131928,56.13498189,12.72161865,45.13477325,39.22830963,12
element_1434,130.493381,0.190527545,4.384411653,597.1194811,197426.3,3.201224212,19.47109575,42.33815194,57.70800817,12.12061214,44.03344345,41.03580856,12
element_1435,155.505314,0.222119121,3.544449485,606.7491802,29156.7,3.042432531,19.450323,44.09403046,58.67509359,11.77499962,45.61496353,40.09577942,12
element_1436,134.1038707,0.240960478,4.850379534,613.4283514,163176.7,3.012869386,19.93883606,39.61424572,57.53181231,11.81092262,43.65572357,40.65414429,12
element_1437,146.5252306,0.25148099,3.975669677,602.4476561,19838.7,2.891729449,19.99713419,41.44234202,58.510199,12.97848988,41.54358673,42.7261734,12
element_1438,164.7552712,0.263077525,5.740094845,543.7929013,50378.5,3.080810346,19.63471939,42.80325618,53.77976864,24.07954597,28.88353157,43.46123505,12
element_1439,123.5345691,0.147514905,5.623616188,583.5382883,130724.4,3.604806154,20.34605723,41.08920381,55.0454655,11.9852314,47.41727829,37.3756752,12
element_1440,294.9808237,0.625508329,2.184703799,640.767018,46811.8,1.972339768,19.79202477,58.04273834,57.66510988,14.07511711,42.72397232,39.10217667,12
element_1441,227.2546133,0.544392787,1.904440544,683.9660146,120031.6,2.348343437,19.05445785,56.27634175,59.03658652,11.40233135,47.8090477,36.68589783,12
element_1442,122.764678,0.083672396,5.66525046,588.5646069,5158.4,4.064626321,20.38406704,40.27952056,55.25104244,9.392463684,61.19439316,25.96161461,12
element_1443,134.411472,0.178831543,5.912187882,555.477378,118439.4,3.492843575,19.68621739,40.95549421,54.1309791,19.5024128,37.78710938,38.99793243,12
element_1444,162.9035271,0.174123224,5.092487916,645.653397,65813.6,3.412051042,20.07291226,36.59217798,56.9455455,12.6456213,41.56182861,42.34128952,12
element_1445,151.0902477,0.137298859,4.009161931,653.2397038,84047,3.676665275,19.3053022,36.8748809,59.14562883,13.00133896,42.64490509,38.62540436,12
element_1446,133.2157248,0.189185902,5.804653204,575.3323764,100441.5,3.423188173,20.8603776,39.56684234,54.77760905,14.7822485,48.10083771,33.38282394,12
element_1447,157.9252834,0.235494948,5.936970167,557.463562,10179.5,3.072305066,20.17890048,39.68223331,53.9146106,27.89823723,25.22934532,43.15509415,12
element_1448,307.0491003,0.922608185,0.083556898,745.9978162,31285.8,2.128671039,18.2543607,57.75775896,60.72653803,11.42139912,54.80084991,31.10483551,12
element_1449,183.6273113,0.258202752,2.117922392,625.6554726,49790.5,3.028010089,18.71469157,54.00507241,59.97108199,10.87446117,47.67154694,37.51374054,12
element_1450,179.699937,0.223376137,5.718884291,642.749662,17618.1,3.082141475,20.39441915,37.26690085,55.61819717,12.3879385,41.36487579,43.51292038,12
element_1451,191.5813797,0.314935637,5.875349173,620.6806864,73999.9,2.673867459,19.58608427,37.30822117,54.84756306,16.28122902,35.10564041,45.49478149,12
element_1452,214.7863319,0.156879335,5.261999552,659.8127168,7023.4,3.466564988,20.54816675,34.51906024,55.7509605,13.09555149,37.88776398,46.78526306,12
element_1453,233.7075048,0.21065784,4.835718748,703.1707106,12702.9,3.074727121,19.88092723,33.37646037,56.77626872,13.31358528,38.30957031,44.90473175,12
element_1454,206.4023234,0.225973072,5.684083034,657.1345818,15699.1,2.953709521,20.24929806,34.9298542,54.78236572,13.06006432,40.04646301,44.28377914,12
element_1455,212.8133932,0.318170154,6.148872583,617.886784,38797.9,2.759726096,19.27136031,36.36840494,53.55123551,25.22494125,26.86743355,44.52722168,5
element_1456,-25.95510354,0.026884582,11.56217983,211.5129274,114,5.484807134,6.255177916,47.64176207,45.59050716,10.82954502,15.07954502,18.18840599,5
element_1457,30.54301566,0.168788992,10.58798352,294.5222012,51386.4,4.054313879,21.9530265,45.17973716,46.4890721,23.08144188,39.9449501,34.15314484,5
element_1458,153.8497192,0.343241715,11.04517044,379.6778538,63661.9,4.188213121,23.53192942,45.09775041,44.52886231,23.62155342,36.47657013,34.46294403,5
element_1459,1036.588985,3.529056358,8.442815438,688.4593567,42927.4,2.794733083,24.53875737,44.77070123,43.26683051,25.27674675,38.64043427,31.15021896,6
element_1460,1188.846682,4.059148711,11.44259961,410.013823,48324,2.018900874,21.98624975,47.78147861,41.73992688,26.53784752,35.55400085,28.33848953,6
element_1461,-25.44889811,0.061696612,15.7645884,320.1465335,188377.7,4.3389309,21.0601371,48.79778419,39.72268212,30.43581772,27.59977531,33.51540756,5
element_1462,280.06539,1.405748641,13.94442676,418.9993251,6007.7,3.288126336,25.01645244,48.33452213,40.44202322,27.12191391,36.0969429,27.69251633,5
element_1463,-22.1455835,0.043351021,15.48197702,291.5043357,179963.1,4.20098646,22.94523254,48.6614824,40.04085146,31.15454483,28.29772758,36.43408966,5
element_1464,599.986102,2.084445601,12.70513923,465.3271886,83523.1,2.945511824,25.49252129,47.18012678,40.37753637,27.20562935,35.31930923,29.28977203,5
element_1465,1660.097129,3.220089398,9.51337615,495.4207701,96131.5,1.876027173,23.92281461,45.20960758,39.4882571,23.73185349,35.7675209,32.53254318,6
element_1466,911.1933968,2.73860691,10.29032597,628.4675793,49058,1.815097703,22.46298479,45.63283603,41.08386116,25.27713013,35.78305054,28.77144814,6
element_1467,895.3348807,3.990775332,9.410502727,666.4312748,11836.1,2.2536009,24.34504555,46.25987536,41.66497773,26.00819588,39.68512726,27.528368,6
element_1468,1523.448297,3.588912673,7.791916089,695.9271203,8317.1,1.585639367,21.92621104,44.35987697,41.23456164,22.18934059,35.94539261,34.39910889,6
element_1469,1635.427673,3.795001943,7.639001369,876.330229,23251.9,1.575825519,23.19249704,43.74085012,41.72235089,21.70246506,37.7857132,32.04618073,6
element_1470,477.3684432,2.483257835,13.39136045,520.1190259,18917.6,3.089559342,23.23532773,48.71418631,38.5326761,26.57377434,32.49262238,31.03901672,5
element_1471,1769.41377,2.847134851,12.17038966,409.759367,58651.8,1.575551734,24.06480675,48.15712492,36.559883,25.96126366,34.78577805,34.70891953,6
element_1472,1404.229007,5.432988607,14.8609795,481.248834,27965.1,2.265785914,22.10850009,52.13234191,36.43482658,24.18794441,33.20385742,34.41546631,8
element_1473,163.4855672,1.60597889,26.49751795,222.321571,1638.5,2.928681248,22.14484749,65.91484092,25.616292,16.13385773,35.50688934,26.41308022,2
element_1474,941.3041411,1.719897282,23.184043,178.2584475,34558.4,2.051073849,25.31565405,65.56347224,26.81807373,17.15056801,42.13262558,29.64522743,2
element_1475,178.386125,1.088084332,26.34804892,159.7131803,17779.7,2.656952264,23.88122608,63.64213247,25.52518929,16.88967896,36.58503723,29.64076996,2
element_1476,586.8230448,1.321191136,25.0604765,142.0743575,33814.3,2.292940196,25.68796505,62.94779649,26.19771312,18.39580917,38.29111099,30.67525864,2
element_1477,493.5193499,1.638480748,25.32057914,156.0145088,87522.4,2.427376298,24.72230474,58.98072357,26.45363314,22.77318764,36.39601517,31.19864655,2
element_1478,1134.099527,3.278376634,21.86492803,235.6045068,42103.7,1.947922984,25.18129329,55.40588774,28.06579667,27.05710602,33.87769699,34.81683731,8
element_1479,350.1543743,3.106591418,24.86421888,228.9826432,21327.6,2.159878003,21.06585769,53.94453278,27.13182589,28.77488518,28.31440926,36.80097961,2
element_1480,1031.515268,3.054768951,21.17987897,224.8894706,47607.5,1.964553918,23.3933008,52.99143949,28.41366813,28.57575798,32.08744812,35.52838516,8
element_1481,720.4948169,2.408504687,21.97898273,233.194832,57162.1,3.075641892,22.89405597,50.58397159,30.17772588,28.64048004,29.61658478,33.69287109,2
element_1482,1.762520397,0.008458825,26.37314904,139.5140284,829646.9,6.392448132,21.32774695,48.26811234,30.19370486,37.14149475,21.90798569,31.37044144,2
element_1483,1416.397396,3.606060259,18.11779624,256.0809376,72431.9,2.718092318,24.1737857,49.70959576,32.06173404,23.81217003,35.41559982,33.5727272,8
element_1484,97.75809076,0.080053308,26.04687916,119.4953148,756435.6,4.702207742,27.71243371,46.95883146,30.21070238,17.37655449,53.33460617,23.31106567,2
element_1485,1.976090173,0.017455065,25.96602572,135.0044872,685210.5,0,34.33338851,47.45876703,30.99658714,30.625,27.25,36.5,2
element_1486,1328.568343,2.900280278,19.87280953,307.488239,50661.6,2.471089167,22.30475756,47.71738572,33.56656622,25.03986168,35.01774597,36.23828506,8
element_1487,3.955741297,0.011463378,25.76962603,125.3362152,463867.1,6.075099663,21.92281836,46.86061369,31.27878184,30.10186768,32.09835052,34.43413544,2
element_1488,220.0794837,0.837921403,23.81769537,236.3559479,221327,4.049736807,24.34575676,47.11768334,32.31758813,27.22250366,33.4201088,36.35079575,2
element_1489,3.536187808,0.014586549,25.9209404,90.11410256,437774.1,4.875195026,19.03459538,46.3368712,30.96842384,33.125,28.5,37.42856979,2
element_1490,15.0462875,0.014681639,24.97723281,121.5911875,18020.2,5.749935289,22.41269964,45.53048989,32.10740414,29.52933502,30.01718521,37.36603165,2
element_1491,4.552315798,0.012878517,25.54807766,97.40153846,423898.6,5.630859001,20.80524867,46.23649549,31.08403269,33.98611069,26.45833397,36.54615402,2
element_1492,173.171312,0.137092329,25.77185103,115.307057,13825.4,4.010919284,26.93465281,45.93891763,30.02652375,12.12438297,66.78286743,17.79055595,2
element_1493,210.6853908,0.141107452,25.3962977,92.8166586,13215.6,3.739942497,25.14696037,44.99887434,30.37740098,20.39283943,46.04578018,32.64230728,2
element_1494,7.287887167,0.011132028,25.57884001,105.5250067,414075.1,5.942367436,22.09199637,45.73192798,31.32942363,33.58062363,26.21406174,37.0164032,2
element_1495,103.2447966,0.111863958,24.80270048,85.19436386,395650.8,4.276797565,25.81339362,44.21116867,31.82835783,25.28119278,37.66381073,35.22953796,2
element_1496,247.2995629,0.157372452,24.89205805,85.9984521,19581.2,3.713793266,26.34725291,44.24188371,30.75390463,22.03172493,41.91976929,35.94352341,2
element_1497,24.83738886,0.016822249,24.56589601,148.249323,172297.8,5.529844214,23.15141333,45.03278902,32.88735586,28.89966202,27.75568199,39.15585709,2
element_1498,307.513631,1.008202137,22.87236849,248.610439,22658.2,4.249114976,24.50448712,45.6827625,33.41126708,26.75114822,31.14942551,38.62245178,2
element_1499,45.64831232,0.082929046,24.11615333,107.7971154,305975.6,4.189498358,21.40587501,43.98098736,33.03189709,26.29821396,31.83392906,39.00866699,2
element_1500,445.5911468,0.176087554,22.07440029,85.18064083,69877.8,3.790541394,24.87710374,41.69720024,32.19165806,20.76518059,44.57756805,33.71282578,2
element_1501,235.8363067,0.472313059,23.32745024,247.9894041,134982.6,3.577547968,25.00305395,44.27865302,34.62704457,26.17847252,31.85079575,38.61921692,2
element_1502,1025.637017,2.627933474,18.00397438,415.9659859,32976.5,2.310944075,23.05153621,45.90774416,34.79889927,25.4668293,33.50681686,36.7729187,8
element_1503,251.6492031,0.194999732,22.47847083,103.9317253,275493.1,3.645259844,25.79509168,42.31470253,33.43361729,20.83229637,42.45630264,35.85671616,2
element_1504,191.9670752,0.203948923,22.19209823,228.8571472,32825.4,3.455976331,24.61280557,42.70058841,35.02802228,22.89276695,35.79166794,39.40097809,2
element_1505,421.8079647,0.284666594,20.37909244,145.0799058,245825.4,3.306713062,25.47135488,40.36303958,34.37172397,19.96800041,42.21819305,35.56875229,2
element_1506,589.6955465,0.237703645,20.76418608,98.38438369,17601.4,3.343093064,23.82758313,40.68455238,33.07702013,19.51515961,48.03171539,30.99665642,2
element_1507,1000.381742,2.854618917,18.08496006,567.6145644,20022.6,1.957377599,23.22644521,44.89680052,35.95503002,28.45034981,30.98509407,34.84031296,8
element_1508,235.6723246,0.339419677,21.90938783,349.824355,87818.5,2.876227491,20.8654737,43.19000952,35.78237349,26.1644516,30.63224602,39.42123032,2
element_1509,1118.9802,2.826059329,16.31876165,577.5426185,56827.2,1.757164973,25.25551137,41.77594349,37.702563,28.84954643,29.98921394,34.50186157,8
element_1510,1411.805029,4.521335341,13.48240449,605.9766297,26328.3,1.786144083,22.21018642,44.03947723,36.99667333,26.50951385,32.70069504,35.12224579,6
element_1511,760.673474,1.418110866,16.06196831,424.9297846,146019.9,2.389850695,23.97694752,38.56280934,37.05476463,28.87755203,31.19285393,34.01641846,5
element_1512,455.9887697,0.522023013,19.48972286,351.7670635,36299.7,3.077018407,26.03839006,40.72655636,36.61089832,27.17347717,30.66492462,38.25271225,2
element_1513,1745.174376,3.191705921,8.631546302,672.7989519,40392.1,1.742851889,23.78162563,41.19678987,39.17471066,25.64955521,34.24868774,31.3105545,6
element_1514,1812.43489,3.937823782,8.71438304,635.1509539,22704.5,1.598170905,21.82903403,39.3131058,39.59281836,28.51659584,32.92876053,31.49497223,6
element_1515,133.0141667,0.155300392,26.29628656,129.4609933,99750.9,3.760122735,24.26877797,48.85341766,26.96761238,15.53891945,56.98519516,21.79697037,2
element_1516,86.67928245,0.055437645,28.66561645,53.02535779,17553,5.188448853,27.35762568,51.35121478,22.87934864,9.929114342,73.91874695,14.17300415,2
element_1517,242.6765422,1.139274428,28.1582421,93.37240218,98658.6,3.399740046,26.9580916,55.96236459,23.71389419,13.11296272,59.90674591,18.57008743,2
element_1518,327.4326663,0.572826813,27.65912217,101.9972859,23465.8,3.74248606,31.2793708,58.16935227,22.12528761,13.26767159,60.22569275,17.17995644,2
