no,ELE,SLP,TMP,PPT,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster
element_3832,1338.11872,2.253320245,16.1713576,398.4359665,34624.7,1.816225297,26.3286675,-109.791515,32.849054,23.53227997,45.53826523,29.21168518,8
element_3833,1351.35604,1.912674045,17.32115648,428.454789,11517.2,1.655926566,26.43305891,-110.3271541,32.03419137,19.41807747,52.13375092,26.78619766,8
element_3834,1337.340896,3.483073942,15.09732518,258.0488813,381789.4,1.462768368,22.25239329,-113.6072178,36.1080516,19.46743965,50.78548431,27.17656517,8
element_3835,1452.022375,2.361575929,11.40200304,260.180894,35826,1.674310571,23.87711445,-114.2299919,37.33349295,18.09037018,48.78879929,31.0568409,6
element_3836,1890.691954,1.973646591,12.7022405,397.8761914,10383.5,1.396366491,24.58621795,-108.5207107,33.07211783,24.59254837,45.96154022,27.77503967,6
element_3837,2070.916688,2.745077881,10.36468484,437.5299369,7321.4,1.389977822,23.92425821,-108.9184879,33.55511582,24.04567337,45.98978424,28.18589783,6
element_3838,1440.883072,5.142412807,12.95641087,267.9666667,362302.6,1.741220937,20.38306261,-112.6795736,36.34017405,17.86428642,54.27857208,24.55714226,6
element_3839,1853.174035,0.906243105,11.3447597,353.913446,7715.5,2.161071867,23.75646052,-112.3974907,35.75864494,22.56689072,44.33045959,30.98111343,6
element_3840,1729.195619,6.397021945,11.08823791,325.3074466,355926.4,0.939502411,23.09441943,-112.2074024,36.22226781,20.91567421,48.04662704,28.41170502,6
element_3841,1793.796486,1.628302078,10.66671122,350.8533713,6100.3,1.478906629,25.48998178,-112.5095785,36.83770382,17.93761063,55.36904907,24.65101433,6
element_3842,1918.447942,0.953165632,11.33151005,309.1083025,69703.6,1.910082856,23.88482016,-110.0566311,35.24208453,19.38271713,53.25599289,25.43422508,6
element_3843,1714.287153,2.218765338,11.09105274,240.1762561,285991.7,1.390231555,22.7465118,-111.6083455,36.96707462,17.34000397,54.68693542,25.02241707,6
element_3844,1989.818287,1.643362754,9.316142791,342.2876112,64725.4,1.733416804,23.10277326,-108.6380277,36.80643562,18.60796738,52.02588272,27.26418304,6
element_3845,1888.874337,2.344848814,9.71848483,229.7422387,207533.3,1.494870802,23.74397439,-110.9461579,38.06004927,17.50777054,51.1305809,28.4855442,6
element_3846,2449.076359,3.331874033,5.336747292,420.7892666,67936.5,1.556445031,22.54880371,-107.8257319,38.88719478,20.00811386,47.36443329,30.67971802,6
element_3847,1916.194927,2.107094171,8.613873298,261.9966717,115603.3,1.701290299,24.01116784,-110.3595928,39.28341975,17.42250633,49.63332748,30.5632515,6
element_3848,2097.36074,2.01665717,6.413983638,363.1000483,12927.3,1.480836595,21.91733647,-108.5438741,39.95494818,20.43775558,46.01237869,31.75392723,6
element_3849,1426.057373,0.122784561,8.6,184,79190.1,0,109.1982343,-109.6868689,40.07345525,16,49,24.5,6
element_3850,2385.570928,2.748174329,5.315717942,334.7388989,9912.7,1.607195618,23.27216198,-110.4809049,40.34821266,17.7490654,50.79140091,29.68603134,6
element_3851,1990.600826,2.312489452,6.903953222,270.4788889,69276.2,1.510246845,23.00595572,-109.4280516,40.46986723,18.8565712,49.10390091,30.14556694,6
element_3852,2255.08992,2.356647807,4.913163521,287.312032,43729.9,1.738226058,22.8993618,-109.2558637,40.95420888,16.35848808,54.82611084,27.01406097,6
element_3853,2225.070949,1.845062608,5.240501813,357.2393656,21303.2,1.68830233,21.86517347,-107.6402341,40.76396249,19.00323296,52.38222122,27.03248978,6
element_3854,2269.227316,1.265371097,4.256635825,266.4878216,25898.2,2.143960287,23.2143655,-109.6121583,42.21573591,17.11497879,51.92510605,28.77331734,6
element_3855,2209.110237,1.087037004,4.008109704,253.7892911,9540.1,1.940711633,23.46432924,-110.320543,41.46434319,17.73269272,51.41575241,28.95732689,6
element_3856,287.399696,1.751605439,22.14765402,255.0388133,86509.4,2.197454662,23.13842726,-112.4757304,26.72248488,16.85143852,49.30343628,23.90087318,2
element_3857,286.1100253,1.021169439,21.38022002,110.5329037,4511.2,3.240330976,28.56834947,-113.3421632,27.76353835,17.69086647,55.85837555,26.53387451,2
element_3858,551.0427758,1.78731068,20.02997912,125.450248,41059,1.915017408,23.91405032,-115.1662015,30.10019939,13.78695679,52.98235321,23.21193123,2
element_3859,865.6640685,2.108197111,16.54992148,277.9647472,4432.8,1.414495349,23.09583383,-116.4899725,32.47460046,13.43659782,59.98578644,22.06733704,8
element_3860,500.7305587,2.164453198,16.69865078,349.9911036,9201.7,1.519192478,22.99009016,-117.0723823,33.21674407,16.70624161,50.90267181,24.6079464,5
element_3861,805.725075,2.931067756,16.09953416,408.4812712,6501.2,2.014191944,24.55199404,-117.2671061,33.94363819,15.35879993,56.97330475,25.34609795,8
element_3862,559.890896,2.911465763,15.28308343,377.5214972,15522.5,1.991058391,21.64522575,-118.9281013,34.36669086,16.74702263,46.46600723,25.22434616,5
element_3863,790.4337706,2.870586172,14.39176655,424.8645125,4726.6,1.972886765,22.68326641,-119.9115335,34.91834611,19.38310242,48.241436,29.70879555,5
element_3864,361.3987411,3.141857678,14.44000863,488.2939807,3685.3,1.17459159,19.24985546,-121.2060374,35.80419785,22.99935913,35.72264862,33.16463852,5
element_3865,451.3484165,1.987129512,14.86570728,416.0401034,11095.2,1.720929735,23.3944174,-120.8751828,35.94268419,24.03992653,38.25902939,32.7698822,5
element_3866,319.4321887,2.079969834,14.84641092,475.976326,11373.5,1.932147926,21.92363411,-121.7812349,37.25014833,22.42616844,36.80708694,34.36850357,5
element_3867,77.42551234,1.544454672,15.80438049,408.3589744,124352.6,2.148190479,20.90895346,-121.8913952,38.01723829,19.625,48.3125,27,5
element_3868,186.2324651,1.145461331,15.46072459,605.488808,70864.1,3.613713544,25.02667383,-122.0020553,38.50254194,21.5446434,37.35373306,36.83863449,5
element_3869,840.5674598,2.177912546,13.25565091,487.7730244,53384.8,3.324213914,25.84431229,-120.22014,37.43959176,22.15083122,41.29333115,33.93134689,5
element_3870,1094.324172,2.619827649,12.45533782,940.0527512,5980.6,2.444054882,28.30715828,-120.7215674,38.89441968,19.4380188,44.93369293,33.60491562,8
element_3871,395.6609686,1.911175392,15.18423746,679.8787827,61045.4,2.99453894,26.45315635,-122.2530098,38.92141157,20.79039383,40.1459198,37.18052673,5
element_3872,7.890568733,0.03274545,16.52777823,431.1491026,40416.6,4.538376292,29.9288018,-121.683289,38.79082933,19.36249924,30.15625,48.83124924,5
element_3873,1208.308568,2.712532191,11.67781001,900.1063008,16176.7,2.210437284,26.83987241,-121.0035552,39.68711816,18.54836273,47.41903305,31.73038483,6
element_3874,1033.863991,2.23735827,10.78514515,743.9837225,36771.5,2.3833017,26.43506718,-121.6838328,40.71229494,20.18403053,45.64092636,31.97877693,6
element_3875,108.2320563,0.633969001,15.87098709,507.0805772,3951.5,3.49435372,26.40173309,-122.1779433,39.25686705,23.25151825,37.92358398,36.94433212,5
element_3876,258.1389863,2.038032424,13.32278115,978.5925474,13957.8,1.652289356,28.19588807,-123.1063149,38.86737321,20.61667442,40.278965,32.54350281,5
element_3877,757.2860292,3.741167948,11.22022646,1337.953917,9366.1,1.351917869,30.56169036,-123.4434827,39.95657841,19.80684662,44.91513824,30.70670319,5
element_3878,537.4437182,3.471432216,10.52930431,1385.857195,3013.8,1.38012873,28.5642298,-123.8603121,40.81592707,19.78293037,44.43306351,30.64126396,5
element_3879,1314.397998,3.048709178,9.410542268,909.0448389,40894.6,1.941195886,25.84610619,-122.2851926,41.80079208,18.99238586,47.97618866,30.89562035,6
element_3880,613.6763294,3.41927071,10.81267513,1752.313814,2149.2,1.689811427,35.60179921,-123.9315014,41.81500707,22.98643875,36.86497498,33.31780624,10
element_3881,559.8405799,2.708330778,10.15554086,1563.331586,45033.5,1.467732082,32.87038318,-123.4526582,43.46097217,22.3169899,35.99262619,37.34039688,10
element_3882,589.6761503,3.165913223,8.944159544,1839.385153,651407.2,1.627907907,35.30937047,-122.3785381,46.23720509,18.95841217,42.24509811,36.58871078,10
element_3883,734.186501,3.084532683,8.622035907,1369.591674,610224.8,1.449619931,31.94940525,-121.54331,45.75804951,20.09557152,40.69675064,37.07539368,5
element_3884,554.3651155,2.489675795,9.503163546,1614.861076,28949.1,2.217396083,34.40472236,-122.6914806,44.58135122,22.51615906,36.07427597,39.60817719,10
element_3885,866.7045212,2.045233251,8.558913524,372.879668,571393.9,1.650688761,22.26608897,-119.3634599,45.30461239,20.94315529,37.0003624,40.30500031,6
element_3886,1221.364281,1.74616386,7.619802328,614.4844185,27728.4,1.816464484,25.60470827,-120.9803938,44.2662864,18.15777206,45.52120972,34.55921555,6
element_3887,798.8717078,2.66649936,7.758031063,581.8649093,269625.1,2.02090411,23.64089189,-119.9509703,47.2648633,16.90392876,42.72535324,38.29413605,6
element_3888,1104.189415,2.68255232,7.383182721,533.1270057,260938.7,1.805020304,23.60476725,-116.6662318,46.30602637,17.6518383,40.49475479,39.80347824,6
element_3889,2015.810756,4.517129286,5.419713136,453.3642962,36186.1,1.489634224,22.00788859,-114.8449029,44.92945788,17.04171371,46.92864609,33.96945953,6
element_3890,1373.215613,3.311585971,6.243116972,486.1128048,173890,1.628089369,21.94893214,-116.7985214,44.65953982,18.72216988,43.8054657,35.43907547,6
element_3891,1192.089897,3.827154171,4.513259674,585.2945282,21385.8,1.431051999,20.43591998,-119.8648246,49.34132859,13.04079723,49.62660217,34.32957458,6
element_3892,810.0295965,2.292312267,7.601561265,349.9960297,197763.5,1.65426253,20.40173475,-118.9960209,48.11070557,13.66372013,47.74000549,36.6152153,6
element_3893,1131.56038,3.618406065,5.548753317,624.8951647,173021.2,1.384583739,20.39058735,-118.4088012,48.98241877,10.31590939,54.15227127,32.98781204,6
element_3894,970.8682924,2.377183297,7.507507508,643.7857013,17353.6,1.692910985,23.60093416,-116.7189427,47.57511487,13.45217419,45.06747818,38.77093887,6
element_3895,712.4690861,0.544599091,10.14922179,265.5821047,134272.7,2.293658496,23.46517444,-116.9788889,43.91349269,16.19345284,30.29166603,51.81845093,5
element_3896,1283.993259,2.083909609,7.906825078,286.6157332,12166.1,1.533243835,21.53966625,-118.0143891,43.89073357,24.97071457,35.39928436,37.91904831,6
element_3897,1520.271898,2.810069251,7.45653655,392.7965286,10328.6,2.099764039,22.12172574,-115.7403059,43.66357828,14.89860058,50.03300095,32.96237183,6
element_3898,666.4199219,0.034920769,10.4,249.8615385,123574.4,0,60.65481512,-117.0286415,43.81442414,18,44,22,5
element_3899,1106.085799,1.816249525,9.071129212,280.2599332,96156.9,1.702330727,23.62901561,-116.6034321,43.2004044,18.45650864,44.23732758,35.48761368,6
element_3900,1558.551298,1.231619205,8.331122349,277.7746018,28402.9,1.836956478,22.15397376,-117.0208723,42.46396123,21.0969162,43.7312088,33.27216339,6
element_3901,1490.546042,3.637533289,5.927841871,581.7936007,67055.6,1.6285977,23.47814912,-114.4473246,47.52165599,16.58794785,43.86487198,36.99663162,6
element_3902,1110.685012,5.106523786,5.074872041,787.6776843,87735,1.066849418,24.49067493,-117.6674982,49.17975063,7.385714054,62.40476227,28.36070061,6
element_3903,1539.237639,5.424569385,3.353538721,803.6682268,50040.6,1.510934903,22.95794013,-116.0549563,49.58702433,12.37876511,50.60536575,32.71967316,6
element_3904,1642.5349,7.29905912,1.835942402,940.7565499,36708.1,1.34499978,26.30886515,-117.6659007,51.22882032,11.08219242,55.61830139,27.27098465,6
element_3905,1618.794354,1.431175697,7.812670561,287.2155805,8808.7,1.733177876,24.18626273,-115.6525054,42.26399861,20.4386673,43.41436768,34.34369659,6
element_3906,1764.003186,1.826259164,5.645060759,366.6128582,81290.8,2.202166972,23.48159684,-112.8968638,43.06361573,17.16425323,42.60575104,37.88794708,6
element_3907,511.104206,3.364141097,8.306126485,1724.484488,52968.8,1.725586577,32.81768376,-122.6189043,47.71346024,14.84699154,44.48126984,33.10345459,10
element_3908,1065.650054,6.815800938,5.141878801,1199.461556,230830.7,1.534483589,31.06467192,-122.2215267,49.75942641,9.40413475,58.01008987,25.91992569,6
element_3909,1474.020573,5.110984516,2.496458964,665.471115,155705.6,1.558310075,21.60254767,-122.3493055,50.99665152,14.01579666,51.54239655,30.60791779,6
element_3910,1246.704246,4.541106824,3.386470764,790.5386097,55417.4,1.364985088,22.64695318,-120.0411312,51.17489165,11.56457138,54.65975571,30.13307953,6
element_3911,1115.423559,2.77742111,3.268768745,679.9319094,119981.8,1.55289736,22.75226219,-121.7753775,52.55832114,14.07540226,50.06999207,32.50466156,6
element_3912,1389.229441,2.282368072,1.962768756,504.3300511,19707.8,1.708289129,21.53667464,-123.7722476,51.84549017,16.25357437,45.73081589,34.24547577,6
element_3913,849.5164239,1.576059065,4.13501907,657.4001574,82129.8,1.731721771,24.09539877,-122.5796858,53.54553235,21.04131889,42.25104141,35.15590286,12
element_3914,1156.859105,1.301383549,2.148708281,447.6508013,12276.2,1.614994413,21.73095206,-123.9594697,52.95614346,17.25315094,42.63010406,36.6734581,6
element_3915,1277.732234,4.278238376,2.399841288,737.3586632,32492.4,1.628395514,25.62436875,-121.1935352,53.72163861,15.49569511,49.22813797,31.72273445,6
element_3916,990.4512479,2.042681465,1.912743818,663.1487745,46942.5,1.478215274,21.53680607,-125.2665019,54.10869614,16.45706177,44.86288071,33.51559067,6
element_3917,995.7365446,7.768401385,5.510522207,1268.979578,19022.7,1.295267437,27.0529574,-123.9392747,50.15693294,7.874912739,59.1004715,19.1331749,6
element_3918,1623.959172,7.896781236,2.080287531,775.7729543,5747,1.507731473,22.06348343,-124.7912235,51.40403313,9.441220284,64.64415741,17.87112999,6
element_3919,707.5834588,6.210550727,6.488776513,1675.850209,5767.7,1.248236593,23.08800755,-125.4890249,50.67642086,6.358647823,57.81682205,19.83685493,5
element_3920,1502.187499,7.008386504,2.31570124,866.4555476,5839.7,1.484332943,22.61715315,-125.4769537,51.69957455,9.640174866,64.20910645,18.47483826,6
element_3921,792.854554,6.716872188,5.57073087,1858.414249,19689.5,1.276226242,28.60626078,-126.7740292,51.47316116,6.760895729,57.68320084,18.93509865,10
element_3922,1381.064337,7.053011885,2.453590847,955.0678648,5358.3,1.261028146,23.4501686,-125.9872067,52.29424096,10.25948524,61.93817902,22.50149345,6
element_3923,994.1261284,8.072073761,3.653942365,1755.5338,1072.6,1.521148677,26.62447233,-126.9587344,52.53009418,5.925694466,64.6763916,19.60320854,6
element_3924,1252.965351,2.781554753,2.251986104,810.8933837,7767.9,1.728177082,25.74153641,-125.8174257,52.71857655,12.7991457,54.5113945,28.18605232,6
element_3925,532.6702132,5.260701622,5.883194569,2550.514781,34231.5,1.227790108,32.14875086,-128.5885981,53.23010499,6.855884075,51.22251892,21.54136467,3
element_3926,1087.030009,4.525144486,1.351028431,901.4105509,51785.6,1.422152848,24.98442063,-127.4872067,55.23488766,15.49767494,46.9956131,32.62067032,6
element_3927,528.8726298,5.591367744,6.347942181,2202.824552,4770.4,1.322534448,26.61556643,-130.0141715,54.57089377,4.85512495,45.15308762,21.98714828,10
element_3928,1065.546041,5.183400242,1.856489316,1211.676137,19829.5,1.419738886,30.26187545,-129.1048011,56.16810958,12.43901539,50.83992386,29.97030449,6
element_3929,478.1480805,4.815670531,5.480053266,2563.296093,37005.7,1.25054985,27.84165177,-131.4842757,55.69411282,7.194436073,40.46910477,29.17944717,3
element_3930,1281.764376,4.746080653,-0.733741128,900.5803206,50659.2,1.411454317,24.23782526,-130.0895613,57.63692095,14.28073215,48.18083191,31.16429329,6
element_3931,756.7240175,5.100354127,2.118693625,1746.022544,76116.4,1.330509959,28.08928735,-134.310219,58.21699292,8.970492363,39.73667526,27.52790451,12
element_3932,73.72036623,0.097003637,-7.324897204,398.6075262,2721.6,4.206609031,22.17020484,-95.33740436,59.69395338,7.765776634,64.555336,19.42115402,1
element_3933,189.6899518,0.174507469,-7.098667206,416.5936442,7887.2,3.459010859,19.77801946,-96.55691269,59.54033408,10.01773834,64.88632202,20.7967186,1
element_3934,95.10727924,0.105503945,-6.722646664,430.1552802,2332.3,4.213354473,20.93823918,-95.53856786,59.19825258,10.33129406,64.41520691,20.60832596,1
element_3935,301.5381598,0.198614902,-5.801153862,447.0165573,50244.2,3.212956991,20.12607354,-98.95795439,58.71267081,12.87596321,59.83434296,23.35987854,1
element_3936,35.81737867,0.070042661,-6.313895446,433.5352764,566.7,4.554856795,22.85316811,-95.00585343,58.93915545,10.05096149,62.49423218,19.8363266,1
element_3937,209.7768445,0.144188249,-5.657403059,469.6718373,13992.4,3.744909551,20.88001118,-96.391901,58.35388108,14.03053761,55.4570694,27.23782158,1
element_3938,22.97497733,0.1095509,-6.172811264,443.7913418,676.1,3.82948894,17.66758464,-94.56202454,58.67187129,12.47704124,45.64455795,27.69557381,1
element_3939,275.3897303,0.198812428,-3.312330977,495.5666611,302499.9,3.218957209,20.50165268,-98.83094313,56.80402409,18.74900246,45.76987076,27.5988903,12
element_3940,395.5340281,0.403727988,-0.718039882,520.8029576,139662.2,2.211549574,19.05915937,-103.8572956,55.42994868,7.766666889,73.75708008,14.06145859,12
element_3941,410.3942322,0.214548284,-2.838395007,484.1954318,69050.7,3.192488629,20.67471724,-103.1955827,57.48539116,9.508048058,66.5657959,15.68243027,12
element_3942,472.3957885,0.268140513,-0.09123891,490.6273212,120464.3,2.96509408,21.04345472,-106.3006476,55.90293878,10.82665062,63.94227219,17.65138054,12
element_3943,473.1954398,0.222041578,0.375687951,499.0478981,15410.3,3.241247287,20.69939153,-105.4923756,54.69416795,13.80791378,54.69296265,21.68832397,12
element_3944,483.5634864,0.211957553,0.692612937,451.8709132,26924.1,3.214879531,21.05644871,-108.8049923,55.86472822,14.90610313,51.38370895,24.44946671,12
element_3945,469.5959463,0.203155733,1.072343482,467.6237532,50182.5,3.170072359,20.2751999,-107.4275557,54.88526695,14.71264172,48.36475372,22.74489784,12
element_3946,604.1232225,0.267746447,1.138039181,447.8824663,11191.6,3.03808098,21.30209585,-109.3411639,54.76746161,18.04826736,45.06774902,30.00715446,12
element_3947,589.3231913,0.277238117,1.491937782,447.7114523,33499.6,2.885439694,21.57416798,-109.5243597,54.24162696,20.50707817,43.36450958,31.76480484,12
element_3948,59.9716677,0.062073541,-5.450532815,447.0323761,17796.6,4.856341909,21.89912181,-93.56187981,57.75050143,15.69799137,37.05938339,40.05278397,1
element_3949,147.1328578,0.148845896,-3.798239803,489.3931029,1004347.4,3.61571561,21.79426541,-94.82819803,56.51543197,19.20279312,35.15245438,40.58251953,12
element_3950,181.5029443,0.131821929,-3.203846166,509.3666667,964830.6,3.711203734,18.29349789,-96.52976285,56.08742381,36.93055725,22.91666603,31.76190567,12
element_3951,265.2779295,0.170782945,-2.019646042,507.0607759,20268.2,3.254187807,21.13849245,-98.84651174,55.72511733,31.64373016,32.01971436,29.17814255,12
element_3952,203.634245,0.11019894,-1.862196678,511.5826681,948696.4,3.727479855,23.14892802,-97.34594746,55.19169482,32.36777115,25.57795143,33.58115005,12
element_3953,251.4711601,0.116083161,-1.448975634,500.904406,16086.8,3.664721069,21.18033351,-99.07900365,55.05847832,29.42106819,34.86103439,27.68243217,12
element_3954,235.6632864,0.054422167,-0.364191756,510.6418481,931842.7,4.378633832,19.86328445,-97.55277852,53.79581482,31.00064087,26.92139816,31.08948517,12
element_3955,234.7597438,0.064111607,-0.429658123,491.9040576,6891.5,4.366902382,20.0774239,-98.80178159,54.31302521,30.09762955,28.06346893,28.14835739,12
element_3956,216.5,0,-0.4,467,896732.3,0,59.96134721,-98.10191242,53.3369052,0,0,0,12
element_3957,279.2622019,0.068674567,0.548142968,551.837577,9207.2,4.283023933,21.9921604,-96.13496001,52.71289566,30.60035706,28.22433662,31.70502472,12
element_3958,361.3843702,0.183809258,0.315409283,489.1962762,335029.5,3.626438612,21.16810598,-102.6956417,53.85728417,19.58847237,44.75524902,26.80323029,12
element_3959,233.0698802,0.042010206,0.922401037,509.8433757,561701.8,4.592015883,19.1864294,-98.4631109,52.58502353,20.31406021,30.12427139,30.0784626,12
element_3960,358.1303754,0.213404517,1.730028662,498.3047981,86417,3.831507657,22.73232807,-100.28719,51.8059194,24.36211395,37.32723999,32.94710541,12
element_3961,299.7079277,0.106959565,1.180924353,618.6194457,464483.4,4.090429584,21.62076859,-95.55075189,51.7355233,18.71456528,48.23099518,23.17313766,12
element_3962,248.2555971,0.074892939,2.687193088,568.0626938,272014.9,4.542919395,21.49563051,-96.81309355,50.28048045,35.66891861,28.66963768,30.76413155,12
element_3963,385.657831,0.202720045,2.558587133,693.4254784,139661.4,3.272401926,22.80756055,-93.16919263,49.46409798,12.66763496,60.13628769,20.15280342,12
element_3964,332.6947816,0.149503823,3.167678176,546.5870315,148289.7,3.961103604,22.06987939,-98.5414081,49.7729646,29.61852455,36.05057526,30.70116425,12
element_3965,365.4450944,0.120894378,4.631832098,557.2007726,121495.8,4.303805037,22.51148898,-97.2806836,47.91853955,21.4741993,41.98581314,33.38667297,12
element_3966,560.0464143,0.257201616,2.305724777,411.8773953,121598.9,2.934895945,20.4550311,-106.9598216,52.62441557,23.04620743,43.24419785,31.54534721,12
element_3967,638.0150214,0.305963629,3.280822181,378.5838621,131442,2.821520529,19.88171088,-107.6555272,51.42380348,25.19580078,40.99233627,31.98295021,12
element_3968,559.6872532,0.176730327,3.894711858,440.1157668,60502.4,3.596712124,23.37740517,-101.910227,49.20372683,23.98646355,38.67506409,35.38302994,12
element_3969,565.102556,0.222032269,2.516760809,453.3209888,86822.2,3.323147801,22.86067808,-103.3049247,50.89145391,26.06171608,38.78878021,32.88780212,12
element_3970,645.6690489,0.247822117,2.742494858,375.8213443,10154.1,3.020721816,20.55478688,-108.2464851,52.02315495,27.6941452,36.6986351,33.74694824,12
element_3971,588.850112,0.70982501,2.213499205,419.0012036,97592.1,1.531992694,20.97486262,-107.9377433,52.51037013,22.16311836,40.9790535,34.18372345,12
element_3972,622.8314258,0.317304167,1.707507767,424.398419,68766.2,2.647790712,20.46860508,-108.978209,53.37215237,20.44631004,44.46726227,32.90493011,12
element_3973,712.9859023,0.293975914,2.851578994,420.4202393,29437.6,2.802755464,19.92262521,-111.4816597,52.76958753,22.66737938,40.82898712,34.43574142,12
element_3974,706.1417827,0.311449799,2.743206437,460.3910806,47596.7,2.785434871,20.30982906,-113.0609864,53.66322022,25.25549889,37.28587341,35.26185226,12
element_3975,656.6463364,0.234041496,2.486888689,410.546681,8091.5,3.176576539,20.30714111,-111.5506771,53.45573496,23.10897255,39.65162277,34.8466301,12
element_3976,944.741058,0.553041561,2.943728781,444.844135,50559.8,2.594590134,20.44920201,-112.9480502,51.61750265,22.98059273,39.10680771,35.54439926,12
element_3977,851.1496738,0.408653665,5.157145769,343.2152359,61815.7,2.547510966,21.51953511,-111.0541087,49.85675694,23.35265923,40.32932281,34.75876617,12
element_3978,1194.21277,1.199580638,4.605235522,478.3210903,28558.6,2.368495259,21.95701227,-113.3802264,49.76784747,24.48330498,37.22322845,36.05142593,6
element_3979,1352.508585,1.930119599,2.856293797,490.8082772,24883.9,2.409028836,20.41388791,-113.929152,50.82233308,22.80417633,38.27037048,35.88650131,6
element_3980,1580.042117,2.329444578,0.658921757,636.9862253,7047,1.857215097,21.55391035,-116.3914897,52.71807479,16.78066063,40.09669876,38.54676437,6
element_3981,1666.94212,3.229600884,0.571141186,681.6265048,13305.1,1.750108758,21.45442887,-115.9187354,52.20114306,17.22352982,41.60509872,35.54207611,6
element_3982,15.29531068,0.117262929,-4.513294,448.2664305,249,2.701476772,2.821232273,-92.5000485,56.97802185,11.98461533,28.68076897,27.953125,12
element_3983,79.82870315,0.074264386,-3.930669968,455.9651913,107549.7,4.518949192,22.72172116,-93.22028803,56.42137705,15.92298031,37.72471237,41.85809326,12
element_3984,189.6285627,0.103132244,-2.037465997,524.7910644,31299.8,3.794855438,22.47081493,-95.28353936,55.19967583,22.92630196,30.7839756,37.11383438,12
element_3985,118.8366414,0.116703325,-3.458889928,486.5967395,71379.4,3.902663997,20.91341187,-92.66445543,55.94170017,16.52054214,37.5933876,42.17556763,12
element_3986,140.0687827,0.108002109,-3.179893151,547.4633769,18684.7,3.946476549,21.03504609,-91.43759149,55.36836993,16.88553238,37.20209122,41.84700775,12
element_3987,129.8570114,0.103452121,-3.101689068,515.0261582,47375,3.850101811,21.88773292,-92.45483481,55.51685283,16.44233704,37.55543137,41.70477676,12
element_3988,179.506981,0.091961578,-2.010689726,537.7590852,30030.5,3.884112011,21.35202865,-93.89472478,54.87473291,16.94204521,32.66346741,37.7444191,12
element_3989,212.8573369,0.104986683,-1.781891353,558.304325,15450.9,3.804511845,21.44424244,-93.10129261,54.42024389,20.76550102,31.40040588,37.5,12
element_3990,222.5776062,0.127254215,-0.97055704,540.8994375,5173,3.551412142,22.4691216,-95.66062929,54.29441579,21.93925095,31.59262466,37.66181564,12
element_3991,258.8477108,0.141835598,-0.728598721,572.2203094,18120.4,3.442319508,21.98774411,-94.66346198,53.72457686,27.57671738,27.86207008,35.42672348,12
element_3992,74.81334255,0.090481561,-4.511914797,516.2215824,29723.3,4.506662666,21.60177668,-90.21141746,56.50062707,18.77649307,33.26525116,39.45296097,12
element_3993,27.77123036,0.058766089,-4.556742827,521.5469872,101172,4.263900766,25.96905175,-87.85625218,55.98843494,43.69166565,12.88611126,34.72499847,12
element_3994,113.2608043,0.076590282,-4.115319038,543.203716,7336.1,4.298377282,21.45944327,-89.32197584,55.70176324,22.02482414,32.46434784,39.78429031,12
element_3995,93.46407009,0.090347044,-4.106244335,548.9878535,93631.8,4.25825554,20.30502332,-87.97955262,55.37518164,32.64023972,22.39539337,37.76090622,12
element_3996,113.7846709,0.083033529,-3.500688186,565.6139043,75733.6,4.293818983,22.08659895,-88.82394807,55.07424123,23.94439125,29.77612114,39.28455353,12
element_3997,174.3419009,0.084041873,-2.716260881,611.2176809,14844.2,4.285153052,22.15443629,-89.02455064,54.17047062,21.91064072,32.63043976,40.11015701,12
element_3998,189.3496713,0.089673063,-2.325754258,598.6556267,20490.7,4.145706208,23.20640964,-90.94146244,54.42861019,21.45277214,33.39044952,39.29117203,12
element_3999,219.0113911,0.091957918,-2.136954612,624.4697934,50888.5,3.995299636,22.38228384,-90.37375144,53.90024005,22.342556,32.91945648,39.32740021,12
element_4000,315.9520322,0.145389331,0.082613895,642.6398151,24271.3,3.375947485,22.32941191,-93.74109304,52.83586032,22.44311142,44.96292496,24.82932663,12
element_4001,340.3432127,0.148210515,-0.451910954,695.7835328,12079.8,3.519138689,22.27658523,-91.68512878,52.60326541,16.40940094,56.24882126,20.73457718,12
element_4002,60.22285875,0.088697842,-4.511845925,541.5156928,11066.4,4.491202167,21.47152895,-86.81950976,55.50590398,35.57990646,17.57043648,35.35645676,12
element_4003,194.3617477,0.08454948,-2.105296058,647.8267905,65635.3,4.310144953,22.99361251,-87.90513012,53.54828306,17.71991539,41.5802536,35.73768234,12
element_4004,57.6424049,0.079240212,-3.410081527,560.6528724,31597.7,4.632386595,21.13976567,-83.55473131,54.42835786,16.84133148,32.03891754,41.56977081,12
element_4005,116.5012889,0.05790259,-2.642764296,605.1946915,18593.5,4.625727361,21.05316668,-85.06507285,53.50122219,13.89722443,36.18521118,44.39323807,12
element_4006,21.69814522,0.04415641,-2.018212339,575.7821354,1152.5,4.896006641,24.10393023,-82.58613794,53.0835154,12.68879318,35.8551712,43.7132988,12
element_4007,230.0814404,0.102074493,-1.123307414,696.1504296,49940.9,4.076990894,22.21086396,-87.25001342,52.3387928,13.59142971,50.3131752,31.77503395,12
element_4008,73.49581886,0.052668669,-1.54285807,624.9028782,6747.8,5.000281584,21.95380306,-83.52053638,52.56258478,13.01134682,36.6939888,44.75671768,12
