no,date,R,PPT,PET,TMP,AET,LON,LAT,AREA,ELE,SLP,RIVER,CLAY,SAND,SILT,CTI,SW,SPEED,LAI,SRAD,CO2,n,Cluster
BR_0001054,1999,33.37,1028.64,1459.41,25.3034771,857.8234619,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,96.99961243,1.732187152,2.158567236,211.2253967,919.3112061,2.135648662,2.0
BR_0001054,2000,35.44,1068.48,1479.92,25.3034771,875.9629761,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,104.5850052,1.616192102,2.172395215,214.4742859,971.0261719,2.071755289,2.0
BR_0001054,2001,35.91,1101.52,1495.95,25.3034771,897.8944702,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,102.1123764,1.671120405,2.182506055,217.0955383,1009.375684,2.078464269,2.0
BR_0001054,2002,34.15,1045.59,1530.03,25.3034771,887.8123169,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,99.33995514,1.745774269,2.159191895,220.9769531,1032.424255,2.199068852,2.0
BR_0001054,2003,35.7,1042.29,1530.51,25.3034771,933.9547852,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,104.9979553,1.612115383,2.171458936,222.3363739,1039.908386,2.733608769,2.0
BR_0001054,2004,37.49,1045.49,1530.35,25.3034771,916.2553955,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,101.6944305,1.566174269,2.198489746,223.548642,1054.541919,2.484837373,2.0
BR_0001054,2005,35.56,1005.98,1513.59,25.3034771,890.5460938,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,97.992453,1.660184622,2.228875049,220.4749298,1067.308936,2.51248563,2.0
BR_0001054,2006,35.56,1056.76,1478.03,25.3034771,903.5972534,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,105.6564377,1.427881956,2.282380713,215.8334686,1080.978613,2.375815216,2.0
BR_0001054,2007,34.01,1009.85,1480.13,25.3034771,871.072583,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,101.6381561,1.802861571,2.248029834,215.4479492,1108.210938,2.327555698,2.0
BR_0001054,2008,31.48,1064.42,1463.35,25.3034771,863.9044434,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,103.5768539,1.582720518,2.216619019,212.3323364,1152.216382,2.022682125,2.0
BR_0001054,2009,29.56,1028.48,1449.32,25.3034771,883.5796143,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,104.6458389,1.332484484,2.25487146,209.9936829,1185.72478,2.39805965,2.0
BR_0001054,2010,27.87,998.44,1466.8,25.3034771,892.5227417,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,95.36041718,1.61141789,2.224083032,213.3121918,1241.491846,2.701214487,2.0
BR_0001054,2011,29.14,1009.09,1475.46,25.3034771,881.9490845,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,95.20480194,1.540302515,2.211834106,214.6242004,1327.27168,2.45994089,2.0
BR_0001054,2012,29.08,986.24,1477.18,25.3034771,874.5636841,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,98.39442749,1.807041049,2.214822583,213.770929,1419.488721,2.544658759,2.0
BR_0001054,2013,28.5,965.18,1487.6,25.3034771,868.0346436,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,98.11424255,1.757153749,2.241108594,213.4394196,1506.399683,2.625463033,2.0
BR_0001054,2014,26.39,926.47,1510.77,25.3034771,831.5409424,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,93.29385223,1.685551047,2.171327393,215.5935791,1703.526416,2.444991867,2.0
BR_0001054,2015,24.13,884.97,1536.23,25.3034771,817.782959,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,100.1985916,1.747302413,2.127452197,217.0560211,1997.95542,2.64617707,2.0
BR_0001054,2016,23.27,821.31,1569.83,25.3034771,764.6952637,-44.9521,-12.4063,4415.768,761.9911139,0.377916486,22.09090319,17.45155334,75.18786621,6.816198349,2.456699571,90.02308655,1.79406929,2.051219263,218.7597992,2156.697192,2.5117005,2.0
BR_0001057,1989,307.21,1420.24,1367.38,25.89703102,920.738501,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,147.3298889,1.469356418,1.579914355,198.1659607,497.218103,1.67370472,2.0
BR_0001057,1990,305.75,1225.32,1398.91,25.89703102,909.207373,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,137.3458633,1.576216459,1.574864648,201.8020905,518.7351074,1.923158401,2.0
BR_0001057,1991,328.02,1252.0,1402.75,25.89703102,893.6155151,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,136.4573929,1.5604738,1.558940063,201.7366638,533.9653198,1.771802639,2.0
BR_0001057,1992,335.44,1437.81,1408.04,25.89703102,916.368335,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,143.5759476,1.622105002,1.549072168,201.1538208,549.6227417,1.575654777,2.0
BR_0001057,1993,326.91,1316.57,1423.43,25.89703102,905.217395,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,136.4356262,1.394739509,1.545608276,203.833963,569.1374023,1.68096376,2.0
BR_0001057,1994,327.08,1215.57,1454.08,25.89703102,908.5685303,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,130.5616821,1.523897767,1.550811914,208.0644897,588.6454102,1.85700167,2.0
BR_0001057,1995,326.85,1318.63,1436.28,25.89703102,913.5523315,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,138.4413559,1.341058254,1.55565293,205.9922455,618.1503784,1.698097271,2.0
BR_0001057,1996,298.3,1266.19,1440.09,25.89703102,929.4050049,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,139.160939,1.415520787,1.573356274,206.5596802,654.9786377,1.874903353,2.0
BR_0001057,1997,291.09,1149.88,1438.06,25.89703102,940.6468628,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,136.2135849,1.41923213,1.587706372,208.7318512,700.272644,2.323678378,2.0
BR_0001057,1998,285.23,1196.48,1449.73,25.89703102,933.0414673,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,138.1886551,1.480225086,1.591108789,209.673642,746.7546509,2.067733781,2.0
BR_0001057,1999,276.56,1256.56,1449.83,25.89703102,951.5704956,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,140.8324051,1.650893688,1.59258645,209.7592682,786.0430176,2.012493037,2.0
BR_0001057,2000,280.13,1274.55,1467.74,25.89703102,959.8526245,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,141.4661514,1.557387352,1.593541309,212.6328125,819.0128906,1.984911008,2.0
BR_0001057,2001,278.08,1338.38,1484.05,25.89703102,984.565564,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,142.5899338,1.59142983,1.591923364,215.3896545,839.844165,1.946609148,2.0
BR_0001057,2002,266.65,1303.9,1512.71,25.89703102,983.6990845,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,141.6398178,1.688318014,1.588335425,218.1254791,849.8148804,1.976841907,2.0
BR_0001057,2003,259.97,1334.91,1505.37,25.89703102,1019.940259,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,148.3708618,1.509262443,1.590558716,218.4099365,851.2070923,2.130322599,2.0
BR_0001057,2004,264.97,1357.78,1500.62,25.89703102,1010.272131,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,144.2684189,1.55032599,1.585150171,218.5794128,865.8357056,2.020114521,2.0
BR_0001057,2005,260.2,1378.8,1488.48,25.89703102,986.9556396,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,143.3354813,1.69798553,1.598262866,215.8492432,874.6000977,1.867070454,2.0
BR_0001057,2006,268.35,1421.57,1453.16,25.89703102,975.4343628,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,146.4880783,1.392026067,1.625578442,211.0778839,885.0585083,1.788694893,2.0
BR_0001057,2007,266.18,1330.8,1454.74,25.89703102,935.6261353,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,139.1642075,1.752081633,1.606290894,211.1473145,910.5070923,1.75433237,2.0
BR_0001057,2008,267.61,1357.96,1443.37,25.89703102,909.4887451,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,136.4122574,1.56778717,1.590018262,208.7348816,953.5293091,1.609700017,2.0
BR_0001057,2009,258.5,1317.75,1430.56,25.89703102,942.2537598,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,144.0375732,1.323882818,1.630580859,206.8774475,983.7855103,1.848792911,2.0
BR_0001057,2010,246.19,1238.23,1447.44,25.89703102,969.124646,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,138.8909363,1.593224049,1.636636206,210.3154053,1034.381604,2.190305646,2.0
BR_0001057,2011,243.85,1267.54,1458.35,25.89703102,962.6678589,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,139.3652832,1.522726774,1.630190771,211.9392273,1111.363391,2.037180658,2.0
BR_0001057,2012,245.4,1288.12,1458.73,25.89703102,968.5381348,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,147.5387299,1.695918918,1.632110815,211.0044128,1191.755908,2.018191289,2.0
BR_0001057,2013,241.74,1295.6,1468.03,25.89703102,982.7756836,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,148.4273438,1.703968406,1.650433496,210.6407349,1260.114233,2.070375805,2.0
BR_0001057,2014,234.76,1272.65,1491.46,25.89703102,958.03125,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,146.8007813,1.660925865,1.617164722,212.8468323,1347.239209,1.940381801,2.0
BR_0001057,2015,226.85,1234.71,1512.81,25.89703102,927.2682739,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,147.6432709,1.68362391,1.605658057,213.9534973,1439.073438,1.831185227,2.0
BR_0001057,2016,212.72,1147.55,1545.34,25.89703102,897.1371948,-45.1021,-12.1354,5313.397,758.6600252,0.426911204,24.63944599,14.4236393,79.54006958,5.466733932,2.428459404,133.0105804,1.749578118,1.570866772,215.8983795,1587.949536,1.849584831,2.0
BR_0001060,1989,170.25,1353.25,1353.38,25.80292473,874.2951782,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,121.5007263,1.436198831,1.370820459,197.2809662,351.7525452,1.586532671,2.0
BR_0001060,1990,173.27,1164.86,1385.2,25.80292473,854.4545532,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,112.4017242,1.581083298,1.36774082,200.9529907,365.9198059,1.777889301,2.0
BR_0001060,1991,169.08,1192.3,1389.04,25.80292473,842.5010254,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,113.3601013,1.545990229,1.353623828,201.0086487,375.8675842,1.655015564,2.0
BR_0001060,1992,180.05,1386.23,1394.93,25.80292473,866.8488647,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,120.1858078,1.641538382,1.34223584,200.5367096,385.5622437,1.466669323,2.0
BR_0001060,1993,170.48,1277.55,1408.89,25.80292473,859.3414795,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,114.3082886,1.390887856,1.342827002,203.0705627,398.3144165,1.562573042,2.0
BR_0001060,1994,162.68,1171.79,1439.77,25.80292473,856.9571777,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,109.1113464,1.517868519,1.34650625,207.2500153,410.8272827,1.703528274,2.0
BR_0001060,1995,156.4,1277.28,1422.25,25.80292473,873.5897827,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,118.5487183,1.342785239,1.355104834,205.3080505,431.3283936,1.607066957,2.0
BR_0001060,1996,153.79,1230.82,1425.29,25.80292473,889.2262329,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,118.4371017,1.408064127,1.37692085,205.8426727,456.7321655,1.760557542,2.0
BR_0001060,1997,151.86,1108.64,1421.85,25.80292473,902.8970947,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,116.452243,1.420749784,1.396931226,207.8995911,487.9485474,2.216269887,2.0
BR_0001060,1998,152.21,1149.68,1434.65,25.80292473,895.1098633,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,118.6980713,1.463746786,1.404162012,209.0638855,516.8891174,1.986480643,2.0
BR_0001060,1999,155.24,1211.17,1434.47,25.80292473,917.1204712,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,120.9876099,1.621044874,1.411818213,209.26409,542.7202576,1.948323344,2.0
BR_0001060,2000,167.33,1223.8,1450.28,25.80292473,920.6874756,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,119.8225708,1.535083413,1.410263745,211.8619965,568.4561401,1.911418667,2.0
BR_0001060,2001,176.53,1287.2,1465.68,25.80292473,945.1672729,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,120.781778,1.583067179,1.406122021,214.397522,584.0825684,1.874143824,2.0
BR_0001060,2002,162.92,1260.54,1490.48,25.80292473,943.5584961,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,119.8540863,1.677717924,1.401521216,216.5551636,589.3688599,1.889652509,2.0
BR_0001060,2003,156.05,1294.91,1480.49,25.80292473,976.8657349,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,125.8293625,1.499394059,1.396798022,216.3908264,589.9990112,2.013131369,2.0
BR_0001060,2004,155.89,1316.75,1475.45,25.80292473,966.566272,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,121.9404007,1.553189039,1.371043604,216.2704956,600.0364014,1.909573985,2.0
BR_0001060,2005,147.56,1347.03,1465.82,25.80292473,947.2198975,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,121.6107193,1.727115393,1.377854492,213.8308472,603.3672607,1.76459299,2.0
BR_0001060,2006,148.25,1381.87,1432.38,25.80292473,936.4583374,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,123.5682114,1.416141033,1.393628613,209.2544128,605.4632446,1.704055389,2.0
BR_0001060,2007,148.49,1290.15,1435.31,25.80292473,896.6672485,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,116.8745331,1.762323618,1.378781641,209.5588348,624.1467407,1.671166572,2.0
BR_0001060,2008,148.31,1311.23,1426.03,25.80292473,872.2371582,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,114.1840637,1.573531866,1.378855713,207.3979736,656.9695068,1.546294558,2.0
BR_0001060,2009,146.97,1279.21,1413.83,25.80292473,908.4521606,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,121.4723083,1.335201859,1.443900537,205.6404114,677.0019775,1.777006197,2.0
BR_0001060,2010,144.18,1195.55,1429.76,25.80292473,934.6207031,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,117.5920532,1.609195709,1.461991235,208.878363,706.4453003,2.118114168,2.0
BR_0001060,2011,141.5,1226.85,1440.33,25.80292473,928.3457031,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,118.4453186,1.530339837,1.477297119,210.4934143,760.3192871,1.96516858,2.0
BR_0001060,2012,144.69,1254.11,1439.6,25.80292473,935.4140991,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,126.3787766,1.672016025,1.489539404,209.5351685,811.9150024,1.938521982,2.0
BR_0001060,2013,146.51,1267.52,1447.89,25.80292473,949.4197144,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,126.8452637,1.699076891,1.497433569,209.13302,852.9029663,1.974025767,2.0
BR_0001060,2014,138.01,1245.04,1471.16,25.80292473,924.9435669,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,125.9393402,1.684198737,1.466350635,211.3600616,966.802356,1.852298846,2.0
BR_0001060,2015,125.91,1209.19,1491.15,25.80292473,891.2583984,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,125.6470535,1.689432621,1.480458203,212.3285919,1045.413379,1.73106838,2.0
BR_0001060,2016,110.15,1127.76,1522.71,25.80292473,861.1354858,-45.6063,-11.8938,2691.486,805.6024666,0.164252011,26.34180507,13.75,81.25,4.5,3.669428236,112.788475,1.762035251,1.447813184,214.3672089,1341.65321,1.730352959,2.0
BR_0001065,1989,182.72,1213.48,1373.06,25.72817917,873.8259155,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,136.0089844,1.465988636,1.851505444,199.1656769,368.4729858,1.792336672,2.0
BR_0001065,1990,183.21,1043.13,1407.22,25.72817917,860.3665161,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,125.6758316,1.556990266,1.845115747,203.2259125,381.9969116,2.177366708,2.0
BR_0001065,1991,183.18,1080.9,1409.49,25.72817917,840.8956787,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,120.7593048,1.537003994,1.820334595,202.7783478,391.1998108,1.886874783,2.0
BR_0001065,1992,192.21,1222.77,1412.77,25.72817917,870.2044189,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,130.8418335,1.603470325,1.811111499,202.0308655,400.2507996,1.6991273,2.0
BR_0001065,1993,188.75,1122.14,1429.46,25.72817917,852.470752,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,123.1611542,1.401454449,1.804759229,204.8010986,412.1467468,1.811089566,2.0
BR_0001065,1994,191.64,1036.41,1459.0,25.72817917,855.3771851,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,116.968837,1.513588071,1.816830542,208.917453,424.1340393,2.080425712,2.0
BR_0001065,1995,187.61,1131.33,1440.22,25.72817917,859.9062378,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,120.0847397,1.324328423,1.813588843,206.6329285,443.400592,1.814946608,2.0
BR_0001065,1996,182.0,1075.68,1445.74,25.72817917,872.931958,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,121.85121,1.425989151,1.830947339,207.4390656,469.3901001,2.072940227,2.0
BR_0001065,1997,175.17,997.97,1444.17,25.72817917,884.5185547,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,118.382103,1.392700434,1.854936816,209.5665924,501.7041138,2.645738705,2.0
BR_0001065,1998,171.3,1046.39,1454.23,25.72817917,874.4812012,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,116.5367828,1.492578268,1.858873364,210.2879181,537.2089783,2.201472531,2.0
BR_0001065,1999,167.83,1107.01,1453.42,25.72817917,898.9657715,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,121.1746475,1.649359465,1.853941064,210.2598755,567.5349792,2.134072438,2.0
BR_0001065,2000,171.37,1134.12,1472.72,25.72817917,917.503125,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,128.6054779,1.551018238,1.862769922,213.3397186,591.4326294,2.135414644,2.0
BR_0001065,2001,170.76,1180.94,1489.1,25.72817917,942.3833008,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,129.3171005,1.598894,1.865771948,216.0056366,606.8729614,2.116464249,2.0
BR_0001065,2002,162.82,1138.91,1520.41,25.72817917,932.415979,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,126.2969269,1.687419772,1.849798535,219.2305023,612.7708862,2.149802727,2.0
BR_0001065,2003,160.73,1152.39,1517.14,25.72817917,974.3638428,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,133.2855484,1.526475191,1.854667114,220.0168243,608.915332,2.453264983,2.0
BR_0001065,2004,162.17,1165.68,1514.61,25.72817917,964.1634399,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,131.464711,1.525256872,1.867997266,220.6333862,612.7329834,2.300527173,2.0
BR_0001065,2005,157.48,1160.32,1500.51,25.72817917,939.9355957,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,128.2458878,1.650121212,1.886483496,217.7562592,615.1554077,2.155251382,2.0
BR_0001065,2006,160.48,1203.83,1465.18,25.72817917,941.2091187,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,133.9402908,1.383508682,1.926679199,213.0858795,617.9822021,2.072808574,2.0
BR_0001065,2007,159.53,1136.22,1467.01,25.72817917,906.6125488,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,128.191214,1.749263406,1.900231177,212.9456512,632.2967651,2.057392447,2.0
BR_0001065,2008,159.38,1175.43,1452.96,25.72817917,891.6708984,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,127.8714294,1.539348006,1.88418252,210.2084351,659.7259277,1.86392238,2.0
BR_0001065,2009,156.29,1139.6,1439.4,25.72817917,916.9549927,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,131.2170502,1.296763897,1.930122729,208.1372864,680.7936768,2.169385826,2.0
BR_0001065,2010,152.46,1083.52,1456.33,25.72817917,929.7959106,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,121.8653336,1.569683433,1.920441943,211.4544128,714.9197388,2.531481663,2.0
BR_0001065,2011,151.6,1104.28,1465.82,25.72817917,920.5685913,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,120.6740738,1.500606179,1.917973438,212.8888153,766.2723755,2.303837303,2.0
BR_0001065,2012,150.28,1105.26,1466.53,25.72817917,919.8000488,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,126.4790222,1.716476202,1.913254224,211.982193,820.6732544,2.290834296,2.0
BR_0001065,2013,142.41,1099.68,1476.1,25.72817917,923.4561768,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,127.8551788,1.692549706,1.923604224,211.651886,868.2758667,2.333456359,2.0
BR_0001065,2014,130.45,1071.61,1499.86,25.72817917,892.6551392,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,123.9022217,1.648616433,1.867974927,213.8218231,948.7918579,2.159641738,2.0
BR_0001065,2015,118.64,1032.71,1522.93,25.72817917,874.2619385,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,129.3292572,1.685868979,1.843195532,215.08685,1062.193005,2.157825466,2.0
BR_0001065,2016,98.25,959.47,1556.2,25.72817917,835.6066895,-44.8854,-11.9688,32877.42,757.7038593,0.430131334,25.00396362,17.34472084,75.02291107,6.986935139,2.796090026,117.9610809,1.742962718,1.788087036,216.9710968,1206.741541,2.170967602,2.0
BR_0001068,1989,150.11,1200.04,1375.72,25.75565109,866.6494019,-44.1479,-11.6146,39568.68,717.1310565,0.47719503,24.97160174,18.19065094,73.532341,7.607484818,2.826074732,132.4399368,1.4645859,1.874031885,199.2790314,366.63703,1.778913229,2.0
BR_0001068,1990,151.06,1031.11,1410.28,25.75565109,852.7759644,-44.1479,-11.6146,39568.68,717.1310565,0.47719503,24.97160174,18.19065094,73.532341,7.607484818,2.826074732,122.2310257,1.556206465,1.866553052,203.3941772,380.1163757,2.163059964,2.0
