no,ELE,SLP,TMP,PPT,AREA,LON,LAT,Cluster
ES_0000187,1320.43,2.78,10.79,622.9,580,-2.6925,41.87833333,8
ES_0000199,1088.48,1.06,11.35,489.01,7356,-3.679166667,41.65527778,8
ES_0000203,1107.95,1.08,11.32,497.7,6398,-3.101944444,41.50888889,8
ES_0000205,1274.69,2.38,10.06,823.45,443,-4.388055556,42.85027778,8
ES_0000214,1247.69,2.59,10.76,556.27,349,-3.27,42.04361111,8
ES_0000218,1383.77,3.14,9.88,678.53,153,-3.379722222,42.31,8
ES_0000219,942.92,0.62,11.97,413.42,700,-4.218611111,41.75583333,8
ES_0000221,1488.89,3.75,9.45,860.32,72,-4.848055556,42.83083333,9
ES_0000223,1594.91,3.39,9.45,968.86,307,-4.830833333,42.85583333,9
ES_0000233,1348.05,1.45,11.69,551.75,140,-4.537777778,40.71805556,8
ES_0000234,1072.49,1.39,12.18,475.93,2746,-4.618611111,41.32583333,8
ES_0000238,1320.29,2.93,11.67,581.2,252,-4.281666667,40.82111111,8
ES_0000239,1147.96,1.88,12.05,515.63,1438,-4.343333333,41.15694444,8
ES_0000244,1145.9,1.73,10.34,1009.5,3192,-5.827777778,42.24972222,8
ES_0000248,757.88,0.38,11.95,532.2,3556,-5.711111111,41.52666667,12
ES_0000260,1376.22,2.37,9.55,1104.79,481,-5.900555556,42.70361111,8
ES_0000262,1497.83,3.52,10.85,997.4,154,-5.258333333,42.99,8
ES_0000267,1361.11,2.48,9.55,1125.1,402,-5.9325,42.72638889,8
ES_0000274,900.02,0.95,14.49,938.75,320,-6.595833333,40.43472222,8
ES_0000275,808.09,1.01,14.16,952.3,1700,-6.658611111,40.69888889,8
ES_0000278,837.24,0.65,13.03,975.72,2348,-6.625,40.99583333,12
ES_0000281,954.04,0.91,11.17,560.48,15638,-4.731111111,41.66222222,8
ES_0000286,1458.89,2.99,10.39,927.23,607,-5.099166667,42.93444444,8
ES_0000295,1239.48,2.23,10.23,731.44,1354,-5.373055556,42.5175,8
ES_0000296,1234.2,2.38,10.32,772.33,947,-5.403611111,42.60222222,8
ES_0000300,1001.48,0.93,10.74,556.19,1702,-3.889722222,42.26833333,8
ES_0000302,928.58,0.6,12.43,653.15,118,-5.653611111,40.66972222,8
ES_0000307,951.38,0.76,10.77,585.6,281,-3.681111111,42.42444444,8
ES_0000311,806.71,0.46,12.6,466.89,1063,-5.386111111,41.49,12
ES_0000312,1022.37,1.03,11.87,454.68,1450,-4.121944444,41.58555556,8
ES_0000314,1043.15,0.95,11.57,472.56,12093,-4.360277778,41.62972222,8
ES_0000315,1093.19,1.67,10.14,689.98,1464,-4.303888889,42.56083333,8
ES_0000325,1331.44,3.52,10.26,1140.86,410,-6.631388889,42.05583333,10
ES_0000329,757.6473893,0.370981809,11.95076453,539.5022685,3646.461,-5.697222222,41.53722222,12
ES_0000330,937.81,0.63,12.43,644.9,255,-5.604166667,40.70944444,8
ES_0000334,1047.1,1.04,11.73,473.63,1125,-3.966111111,41.43527778,8
ES_0000346,707.72,2.64,12.26,1550.78,719,-7.433888889,41.84972222,10
ES_0000352,1010.2,0.91,12.41,484.3,1545,-3.094444444,40.45694444,8
ES_0000359,920.5,1.28,13.06,466.22,27159,-4.195555556,39.86416667,8
ES_0000386,1051.96,1.05,11.92,483.63,1036,-2.918055556,40.95361111,8
ES_0000396,1119.41,0.75,11.73,534.54,658,-2.695277778,40.82194444,8
ES_0000414,756.97,3.93,13.42,770.3,386,-6.101944444,40.17166667,10
ES_0000422,1251.32,3.17,12.12,568.65,1620,-3.466111111,40.86888889,8
ES_0000427,1060.47,1.12,11.64,474.36,419,-2.8,41.0625,8
ES_0000428,1363.05,2.21,11.1,546.78,439,-3.196111111,40.99027778,8
ES_0000433,373.58,0.59,16.83,569.55,2058,-6.995833333,39.57527778,5
ES_0000437,945.29,1.38,12.86,476.62,11549,-3.607222222,40.08527778,8
ES_0000444,919.05,1.33,12.65,783.32,426,-5.945,40.50333333,8
ES_0000446,574.59,2.68,13.89,536.39,4090,-5.903333333,39.93416667,10
ES_0000459,1085.72,4.46,12.95,890.12,239,-6.012777778,40.42555556,10
ES_0000463,790.54,1.84,15.02,436.42,140,-4.565833333,39.77222222,8
ES_0000465,774.1,1.81,15.02,455.65,196,-4.845833333,39.77333333,8
ES_0000468,442.39,0.71,16.62,560.73,457,-6.114722222,39.50194444,5
ES_0000469,764.24,2.68,15.83,532.99,266,-5.518333333,39.77277778,10
ES_0000470,671.28,2.58,15.59,493.24,184,-5.418333333,39.76194444,10
ES_0000472,757.15,0.95,14.89,405.58,1266,-3.867777778,39.90944444,8
ES_0000473,1361.61,3.05,12.85,698.27,698,-4.703055556,40.40888889,8
ES_0000475,847.28,4.05,14.9,1004.03,109,-6.188333333,40.38472222,10
ES_0000480,1499.46,6.96,12.68,1083.72,100,-5.787777778,40.38805556,6
ES_0000483,536.52,2.14,14.9,774.06,52,-6.440277778,40.21666667,10
ES_0000488,639,1.22,15.02,407.67,223,-4.703888889,39.91972222,5
ES_0000493,670.8,1.76,15.46,458.59,377,-5.056944444,39.7425,8
ES_0000495,1046.81,1.42,12.22,498.61,9048,-3.364722222,40.03972222,8
ES_0000496,625.6,0.4,15.37,394.78,152,-3.596111111,40.30472222,5
ES_0000499,601.02,0.39,15.02,358.19,94,-4.05,40.02722222,5
ES_0000504,449.44,0.77,16.66,678.26,169,-7.205277778,39.46777778,5
ES_0000505,484.3223589,0.559158784,16.33226571,538.3469231,286.2273,-5.908611111,39.60694444,5
ES_0000506,525.25,1.94,14.49,772.74,89,-6.894166667,40.115,10
ES_0000511,939.28,1.28,13.01,468.49,24788,-3.989444444,39.87361111,8
ES_0000519,733.91,2.4,13.8,799.14,2672,-6.303055556,39.98361111,10
ES_0000574,255.66,0.87,17.62,540.31,119,-7.323888889,37.72472222,5
ES_0000576,399.05,1.72,17.39,583.89,320,-7.211111111,37.95222222,5
ES_0000592,581.3137371,1.644862438,16.05256433,507.8384615,210.8147,-5.163055556,39.34083333,5
ES_0000673,1420.563612,1.868261933,12.2188037,555.9179487,46.7814,-3.424444444,37.22166667,8
ES_0000718,665.29,2.45,16.41,526.37,1665,-4.502222222,37.69222222,10
ES_0000720,969.33,4.02,16.19,496.13,775,-3.744166667,37.78555556,10
ES_0000726,995.4408472,1.920550853,15.20181639,503.2394139,250.0513,-3.8025,37.36666667,8
ES_0000740,1096.736557,5.202405246,14.35779943,475.3307692,106.4508,-3.018611111,38.07555556,6
ES_0000742,1268.066812,6.350868013,16.09540604,546.3594017,65.1012,-3.564722222,37.67361111,6
ES_0000743,754.89,1.23,15.25,472.1,228,-4.017777778,38.66055556,8
ES_0000745,544.64,1.68,16.24,511.88,407,-4.4275,38.04194444,5
ES_0000773,913.42,2.06,13.93,410.22,1116,-1.656111111,38.40722222,8
ES_0000814,1183.44,3.07,13.44,464.95,2185,-2.011666667,38.41,8
ES_0000815,840.2,1.99,14.71,401.08,8557,-1.338333333,38.15027778,8
ES_0000816,792.95,1.9,14.74,401.08,9600,-1.212777778,38.01083333,8
ES_0000817,750.88,1.96,15.14,384.01,13478,-1.005,38.04944444,8
ES_0000862,512.23,2.39,15.5,375.57,320,-0.494166667,38.89277778,10
ES_0000906,1160.38,1.53,12.04,526.71,1793,-2.286944444,39.85333333,8
ES_0000914,1302.22,2.03,11.01,485.17,241,-1.2875,40.10916667,8
ES_0000917,935.95,0.91,13.38,471.69,74,-2.205277778,39.73916667,8
ES_0000921,1101.35,2.32,12.19,478.9,2490,-0.230277778,40,8
ES_0000924,758.83,2.6,15.81,383.45,267,-0.555833333,38.50138889,8
ES_0000925,1056.64,1.19,12.53,491.79,3248,-2.084722222,39.46472222,8
ES_0000928,1219.44,2.02,11.29,480.29,1396,-0.604444444,40.11694444,8
ES_0000933,1254.37,1.5,11.46,506.53,1255,-1.633611111,39.73972222,8
ES_0000935,1084.28,1.85,12.88,454.49,74,-1.570277778,39.75194444,8
ES_0000937,1219.97,2.06,11.29,480.29,1430,-0.538333333,40.08833333,8
ES_0000938,1166.96,2,11.66,469.51,4978,-0.904444444,39.66416667,8
ES_0000941,545.1,3.1,16.69,352.51,30,-0.0975,38.66138889,10
ES_0001001,508.97,1.06,13.91,508.04,2249,-1.304444444,41.88694444,12
ES_0001025,927.92,1.35,11.62,477.93,9694,-1.174444444,41.73416667,8
ES_0001026,1576.3,2.4,11.28,592.13,279,-0.598611111,40.62722222,8
ES_0001031,489.14,1.15,13.97,524.73,1499,-0.180277778,41.75944444,12
ES_0001036,959.99,1.85,13.03,467.47,3845,0.014166667,41.21166667,8
ES_0001064,1104.16,2.09,10.89,468.75,594,-0.700555556,40.95583333,8
ES_0001066,978.69,1.77,12.27,451.81,87,-1.777222222,41.20833333,8
ES_0001067,2053.92,8.06,7.7,1291.85,149,0.716111111,42.49722222,6
ES_0001068,2057.12,7.04,8.28,1304.12,225,0.756388889,42.45277778,6
ES_0001072,2109.47,7.45,7.5,1308.66,60,1.328611111,42.55416667,6
ES_0001073,1832.87,8.1,8.68,1181.32,76,0.663333333,42.45888889,6
ES_0001089,923.11,3.6,12.6,1067.87,69,-1.513611111,42.97138889,10
ES_0001090,683.72,2.71,14.86,538.34,115,0.275,40.93861111,10
ES_0001092,817.09,2.13,13.63,610.73,144,-1.190555556,42.26166667,8
ES_0001095,1212.56,3.36,9.88,694.91,192,-3.211944444,42.3875,8
ES_0001100,791.77,2.11,12.25,622.87,82245,0.570833333,41.18694444,10
ES_0001102,734.77,2.35,12.15,810.61,318,-2.926666667,42.69,10
ES_0001105,915.84,1.31,12.44,436.66,470,-0.831111111,41.18361111,8
ES_0001107,1161.61,3.87,9.96,911.28,1471,-0.9975,42.61083333,10
ES_0001108,2188.4,6.39,6.01,1330.18,100,0.348333333,42.61472222,6
ES_0001109,1893.3,7.82,6.01,1163.87,453,0.196388889,42.54388889,6
ES_0001111,1047.584684,3.457788976,12.04472962,541.4997253,200.7299,-1.780277778,41.88166667,10
ES_0001114,505.58,1.51,15.19,488.3,335,0.210833333,41.1075,5
ES_0001116,1584.28,6.11,10.15,1058.29,342,0.965277778,42.2475,6
ES_0001118,438.23,0.91,14.34,506.45,537,0.721111111,41.68111111,5
ES_0001119,1001.8,1.11,12.03,467.11,446,-1.788888889,41.33555556,8
ES_0001120,956.59,2.04,11.93,523.28,1120,-1.810555556,42.08111111,8
ES_0001123,764.58,2.57,11.54,841.33,350,-3.043333333,42.78472222,10
ES_0001124,765.6,2.14,11.53,641.37,217,-2.978055556,42.67166667,10
ES_0001126,655.59,1.67,12.83,558.85,534,-0.422222222,41.98333333,12
ES_0001127,1039.3,3.54,12.39,670.68,135,-0.265555556,42.12555556,10
ES_0001128,542.79,1.46,14.03,507.88,3390,0.196388889,41.62138889,12
ES_0001131,2065.92,8.03,6.67,1291.3,180,-0.106388889,42.63138889,6
ES_0001132,1148.48,3.09,11.23,617.87,283,-2.406388889,42.33138889,8
ES_0001133,2097.07,6.34,7.5,1307.1,83,1.328055556,42.55527778,6
ES_0001135,1018.18,1.99,11.76,457.31,142,-0.413333333,40.87694444,8
ES_0001142,748.07,1.25,13.15,400.9,1017,-0.896666667,41.63805556,8
ES_0001151,1028.014264,2.674328625,12.2155986,500.4557692,79.1171,-1.756111111,41.57111111,8
ES_0001152,1966.97,6.83,6.67,1250.23,298,-0.314722222,42.68111111,6
ES_0001153,1033.99,2.43,11.32,533.55,299,-1.95,42.00833333,8
ES_0001154,1919.28,6.48,7.24,1263.65,444,1.156388889,42.55222222,6
ES_0001155,1214.49,2.79,11.75,617.2,405,-2.232222222,42.215,8
ES_0001156,859.52,2.01,12.01,899.61,465,-3.478888889,42.93138889,10
ES_0001157,639.9656934,1.869275493,13.26260696,580.5688462,163.7552,-0.622222222,42.15444444,10
ES_0001158,1792.959993,5.304232745,9.011541636,1156.063199,684.0231,1.815277778,42.37361111,6
ES_0001159,716.61,2.91,12.45,624.42,83,0.191944444,42.28888889,10
ES_0001160,1876.52,7.74,8.61,1189.44,540,0.388888889,42.42583333,6
ES_0001161,1151.08,3.27,11.78,989.26,49,-1.053888889,42.91472222,10
ES_0001163,1091.2,2.74,12.22,532.62,123,-1.639166667,41.6425,8
ES_0001165,891.48,2.43,12.01,930.74,739,-1.376944444,42.75194444,10
ES_0001166,1954.9,7.53,7.5,1227.43,410,1.234166667,42.51888889,6
ES_0001168,2267.775687,6.766242309,9.331766556,1353.344872,72.1745,0.992222222,42.46916667,6
ES_0001169,1325.69,4.06,9.66,1050.88,188,-0.926111111,42.86027778,9
ES_0001171,650.5119405,2.939766611,12.27863317,775.8045788,223.7044,-1.665555556,42.79861111,10
ES_0001172,1958.65,5.09,8.66,1214.78,101,-0.523888889,42.72083333,6
ET_0000002,2303.49,1.73,16.9,1013.11,7656,38.7833,8.3833,8
ET_0000004,1890.263831,2.226377605,19.48510493,924.9934051,27410.88,40.13,9.39,8
FI_0000028,17.93,0.18,4.24,554.34,26.85,21.675,62.992,1
FI_0000040,234.3,2.79,0.61,587.62,6.13,26.89,66.36,1
FI_0000055,193.16,0.44,-0.63,522.29,314,28.3249,68.8502,1
FI_0000056,310.96,0.51,-1.46,539.46,3345,27.2745,68.5546,1
FI_0000075,53.75662902,0.16297464,5.335974192,634.810856,1316.054,21.754,61.203,12
FI_0000080,106.78,0.21,3.31,576.39,2000,22.88,63.623,1
FI_0000081,144.32,0.11,2.82,600.98,1416,23.756,63.499,1
FI_0000085,115.96,0.17,2.77,594.59,3408,24.4,64.361,1
FI_0000092,230.39,0.38,1.12,698.52,1313,28.069,65.145,1
FI_0000093,111.44,0.12,1.59,659.77,1279,25.291,65.619,1
FI_0000094,148.88,0.19,1.23,643.81,3109,25.089,65.665,1
FI_0000095,280.5,0.34,-0.17,602.43,1986,29.315,66.369,1
FI_0000097,248.91,0.42,-0.38,578.53,27424,27.353,66.476,1
FI_0000098,242.37,0.4,-0.42,572.95,47425,25.54,66.424,1
FI_0000099,245.59,0.44,-0.34,580.57,29021,26.686,66.368,1
FI_0000100,248.7970387,0.304927706,-0.820422433,550.4092517,7542.942,27.324,67.222,1
FI_0000104,201.26,0.36,0.08,579.43,3522,26.127,66.493,1
FI_0000105,209.22,0.36,0,577.15,3017,26.22,66.622,1
FI_0000106,266.94,0.41,-0.78,559.03,12303,25.42,66.795,1
FI_0000108,216.02,0.25,-0.19,579.35,1198,25.747,67.131,1
FI_0000110,165.38,0.58,0.68,665.02,296,25.427,66.618,1
FI_0000126,98.26,0.23,4.4,669.42,976,21.582,62.239,1
FI_0000139,133.12,0.24,3.26,657.42,61061,28.784,61.211,1
FI_0000148,212.14,0.28,2.23,677.09,596,31.03,63.098,1
FR_0000014,361.35,2.57,10.08,1145.68,37,5.57,46.82,10
FR_0000017,561.95,1.17,9.72,1091.87,7290,5.3501,46.9216,12
FR_0000021,1038,1.55,7.6,1351.86,396,6.35,46.93,10
FR_0000023,269.99,0.12,11.63,932.51,81,5.14,46.19,12
FR_0000032,604.68,1.32,9.55,1108.59,4970,5.56,47.12,12
FR_0000034,842.62,1.93,10.59,1201.08,232,5.44,45.95,10
FR_0000035,1199.31,5.95,9.48,1257.13,89,5.74,45.39,6
FR_0000049,1199.31,5.95,9.48,1257.13,89,5.74,45.39,6
FR_0000051,862.55,5.2,10.85,1205.48,42,5.69,45.87,10
FR_0000059,731.89,5.38,9.41,1226.86,30.5,6.42,46.34,10
FR_0000063,428.85,1.24,11.65,1085.11,324,5.39,46.11,12
FR_0000086,629.95,3.19,10.59,968.03,186,5.0147,44.6243,10
FR_0000087,818.79,3.58,10.34,1031.9,108,5.1453,44.7749,10
FR_0000088,1467.05,6.2,10.34,1276.11,43,5.53,44.72,6
FR_0000089,1244.92,4.49,8.67,1144.39,227,5.4903,44.6919,9
FR_0000093,657.24,4.87,10.34,987.02,60,5.05,44.91,10
FR_0000097,443.59,1.01,11.67,1114.44,193,5.45,46.3,12
FR_0000098,420.66,1.23,11.65,1082.95,349,5.33,46.06,12
FR_0000100,1214.33,2.47,9.41,1426.68,19,6.11,46.52,10
FR_0000112,1183.39,3.42,9.22,1311.44,119,5.8641,46.2189,10
FR_0000113,1236.22,3.81,9.24,1345.5,85,5.9215,46.2821,10
FR_0000119,654.59,1.89,10.29,1137.56,3630,5.23,45.91,10
FR_0000130,470.53,3.02,11.89,834.83,48,4.72,45.74,10
FR_0000131,225.13,0.97,13.68,746.98,216,2.08,43.28,12
FR_0000140,2098.12,7.2,4.5,1108.07,2170,6.4859,44.551,6
FR_0000170,410.86,0.71,10.72,835.92,224,5.13,47.55,12
FR_0000171,302.74,0.57,10.9,866.97,383,5.65,47.57,12
FR_0000172,546.79,2.33,11.35,846.83,219,4.5993,45.8097,10
FR_0000174,520.93,2.08,11.43,848.46,336,4.6427,45.8733,10
FR_0000175,597.36,3.03,11.43,886.54,54.5,4.59,46.15,10
FR_0000176,337.7,1.16,11.47,812.76,273,4.56,46.56,12
FR_0000177,465.63,1.63,11.43,854.77,332,4.6483,46.4032,12
FR_0000178,579.22,3.31,11.34,868.07,31,4.56,46.28,10
FR_0000179,316.54,0.65,10.57,953.51,11700,5.15,47.07,12
FR_0000181,447.7,1.24,10.72,851.07,655,4.9802,47.3318,12
FR_0000186,332.71,0.77,10.37,1044.03,2038,5.5444,47.2923,12
FR_0000187,348.7,0.81,10.13,1064.48,1710,5.82,47.3,12
FR_0000188,693.41,2.65,9.33,1204.25,73.5,6.667,47.8018,10
FR_0000189,384.91,0.89,10.36,1043.67,1020,6.0756,47.7475,12
FR_0000190,333.46,0.71,10.55,970.67,3740,5.83,47.58,12
FR_0000191,344.69,0.72,10.59,935.25,1130,5.93,47.86,12
FR_0000203,924.77,6.88,11.67,1010.01,17,4.58,45.43,6
FR_0000205,694.43,3.87,10.17,871.73,114,4.53,45.48,10
FR_0000213,334.2,1.56,12.81,795.55,1060,4.53,44.19,12
FR_0000218,537.15,2.53,10.38,764.17,263,3.9605,44.0731,10
FR_0000219,560.99,2.76,10.38,786.68,240,3.97,44.08,10
FR_0000229,1193.89,2.96,9.22,1311.44,105,5.89,46.24,10
FR_0000230,1427.78,5.78,6.91,1470.35,170,6.62,46.27,6
FR_0000233,780.33,1.43,9.18,1288.61,650,5.7661,46.6849,12
FR_0000244,1482.68,7.9,6.32,1351.73,1664,6.2704,46.1497,6
FR_0000254,372.35,0.81,9.92,1063.97,1250,6.1803,47.415,12
FR_0000263,344.23,0.69,10.68,836.27,417,5.41,47.58,12
FR_0000267,562.77,1.42,9.56,1133.82,123,6.5005,47.8264,12
FR_0000276,1100.22,2,7.6,1387.44,170,6.28,46.77,10
FR_0000283,549.52,2.2,9.33,1151.14,141,6.86,47.64,10
FR_0000286,474.82,1.12,13.67,927.86,91,1.14,43.14,12
FR_0000302,200.1,0.36,11.93,741.27,1712,1.1266,47.0159,12
FR_0000316,420.48,0.9,10.96,749.32,558,1.9922,46.3662,12
FR_0000317,214.15,0.43,11.72,766.72,434,1.63,46.67,12
FR_0000321,267.27,0.5,11.73,885.5,235,1,46.25,12
FR_0000322,439.01,1.14,11.1,957.23,131,1.4952,46.0957,12
FR_0000323,318.75,0.57,11.58,945.48,286,1.0206,46.1334,12
FR_0000330,99.69,0.44,12.3,677.18,242,0.49,46.81,12
FR_0000332,168.12,0.26,12.47,826.5,320,0.16,46.43,12
FR_0000345,343.45,0.92,12.03,953.5,140,0.69,45.73,12
FR_0000348,185.14,0.25,12.41,827.78,492,0.24,46.14,12
FR_0000351,95.35,0.36,12.73,873.68,523,-0.39,46.09,12
FR_0000352,64.08,0.25,13.48,868.23,882,-0.54,45.58,12
FR_0000358,175.13,0.6,12.65,837.51,203,0.25,45.87,12
FR_0000361,65.47,0.37,12.89,766.79,38,-1.2,46.57,12
FR_0000362,100.69,0.35,12.41,794.68,120,-0.9717,46.6687,12
FR_0000365,118.47,0.54,12.61,827.99,250,-0.66,46.46,12
FR_0000369,157.68,0.75,12.41,810.31,131,-0.9518,46.7493,12
FR_0000370,53.1,0.26,13.08,778.41,31,-1.7,46.89,12
FR_0000382,168.64,0.37,12.5,804.39,814,-1.1162,47.0172,12
FR_0000383,92.71,0.32,12.46,755.25,920,-0.6328,47.3152,12
FR_0000384,35.79,0.2,12.85,777.21,147,-1.5328,47.1207,12
FR_0000387,104.68,0.23,12.53,780.74,460,-1.0525,47.3091,12
FR_0000388,156.02,0.36,12.37,792.07,634,-0.36,47,12
FR_0000389,154.98,0.35,12.26,797.32,308,-0.19,46.92,12
FR_0000390,114.99,0.25,12.26,739.82,201,-0.01,46.87,12
FR_0000393,98.21,0.24,12.46,749.7,250,-0.375,47.1921,12
FR_0000401,1133.37,0.73,8.26,930.63,116,3.32,44.77,8
FR_0000419,223.21,0.61,12.92,881.45,102,1.01,44.52,12
FR_0000429,73.53,0.32,14.05,903.89,9.7,-0.07,44.52,5
FR_0000431,104.14,0.41,13.8,924.39,255,0.35,44.43,5
FR_0000432,135.98,0.49,13.58,907.85,411,0.63,44.45,12
FR_0000434,273.76,0.84,13.12,842.26,117,1.23,44.51,12
FR_0000436,416.78,1.03,11.89,759.27,1190,1.69,44.52,12
FR_0000448,1081.43,1.61,8.61,955.49,456,3.25,44.51,8
FR_0000449,1103.27,2.65,9.43,1092.13,465,3.4252,44.4826,10
FR_0000451,77.88,0.45,13.84,895.75,16.2,-0.15,44.71,5
FR_0000453,240.83,1.37,12.44,932.19,58,1.3802,45.2612,12
FR_0000460,366.27,0.68,12.44,969.41,103,1.4146,45.3052,12
FR_0000462,253.26,0.87,12.92,860.28,120,1.47,44.91,12
FR_0000470,688.35,1.73,10.67,915.59,122,2.12,45.39,10
FR_0000471,1147.92,1.59,8,953.52,187,2.77,45.34,8
FR_0000473,73.85,0.31,13.84,888.52,30,-0.177,44.724,5
FR_0000475,102.24,0.51,13.64,929.92,73.5,0.37,44.89,5
FR_0000502,722.89,0.64,9.9,893.01,79,2.24,45.5,12
FR_0000521,106.66,0.45,13.26,872.02,318,0.03,45.22,12
FR_0000525,96.07,0.23,11.98,770.25,153,-1.5,48.18,12
FR_0000527,130.03,0.27,12.52,1012.4,47.7,-3.2013,47.9042,12
FR_0000535,120.6,0.5,12.18,1114.62,107,-4.0145,47.9879,12
FR_0000537,78.13,0.35,12,1115.01,89.1,-4.47,48.04,12
FR_0000538,202.25,0.61,11.44,1120.1,257,-3.51,48.32,12
FR_0000546,85.19,0.29,11.85,1133.96,43,-4.077,48.615,12
FR_0000547,88.03,0.48,11.85,1118.22,50,-4.02,48.63,12
FR_0000550,139.95,0.75,11.94,1095.28,59,-3.58,48.65,12
FR_0000553,252.96,0.25,11.31,1126.46,104,-3.23,48.32,12
FR_0000554,123.76,0.46,12.29,1094.91,184,-3.74,47.86,12
FR_0000556,157.48,0.8,11.79,1166.64,141,-3.9241,48.5848,12
FR_0000559,164.13,0.5,11.85,1147.55,7.04,-3.9875,48.1019,12
FR_0000560,103.84,0.32,12.07,954.98,316,-2.9752,47.8999,12
FR_0000562,141.08,0.25,12.24,695.46,75.5,1.21,47.18,12
FR_0000564,106.7,0.19,12.21,678.93,127,0.8184,47.2464,12
FR_0000568,172.33,0.33,12.08,689.92,2254,1.5344,47.2856,12
FR_0000573,267.02,0.46,11.97,729.17,79,2.44,47.49,12
FR_0000583,1146.95,1.24,9.67,1014.81,139,4.3004,45.0569,8
FR_0000597,684.13,1.78,11.26,861.09,165,4.3749,45.6068,10
FR_0000605,285.93,0.6,11.7,775.21,501,3.2,47.06,12
FR_0000606,282.02,0.46,11.7,774.87,192,3.21,47.14,12
FR_0000607,288.4,0.83,11.77,781.54,115,3.34,46.96,12
FR_0000610,387.89,1.59,11.63,815.4,115,3.7631,46.91,12
FR_0000611,554.24,1.79,10.68,889.09,138,4.1959,47.0041,12
FR_0000612,482.38,1.03,10.61,875.37,257,4.26,46.99,12
FR_0000615,316.91,0.47,11.08,784.09,819,4.0764,46.4749,12
FR_0000616,409,0.99,11.03,832.11,2277,4.0339,46.5337,12
FR_0000617,330.31,0.88,11.57,781.37,338,3.68,46.85,12
FR_0000619,238.63,0.48,11.74,744.84,473,3,47.36,12
FR_0000625,130.47,0.15,11.91,684.91,263,0.9,47.57,12
FR_0000631,105.33,0.18,12.08,676.93,62.8,0.99,47.45,12
FR_0000638,87.65,0.34,12.11,691.92,224,0.1,47.71,12
FR_0000639,176.44,0.47,11.36,680.57,270,0.8191,48.0134,12
FR_0000642,186.29,0.7,11.36,681.99,85,0.85,48.05,12
FR_0000645,107.6,0.25,12,683.32,67,0.478,47.6021,12
FR_0000655,199.71,0.49,11.3,691.36,827,0.81,48.32,12
FR_0000656,103.25,0.38,11.73,682.22,510,0.2044,48.1587,12
FR_0000659,113.77,0.38,11.72,753.41,380,-0.36,47.9,12
FR_0000669,188.15,0.42,11.77,816.28,115,-0.94,48.3,12
FR_0000670,51.88,0.17,12.47,769.29,472,-1.4816,47.4629,12
FR_0000672,43.45,0.2,12.67,771.98,79,-1.3,47.42,12
FR_0000673,88.36,0.13,12.3,769.68,85,-0.99,47.78,12
FR_0000676,156.24,0.43,11.74,800.59,375,-0.7779,48.1666,12
FR_0000678,59.7,0.17,12.31,761.15,169,-1.0495,47.5586,12
FR_0000680,118.99,0.39,11.55,765.87,410,-0.7059,48.0325,12
FR_0000688,59.47,0.24,12.39,812.21,37,-1.9796,47.7753,12
FR_0000693,99.45,0.26,12.14,823.38,82,-2.0435,48.2716,12
FR_0000696,157.98,0.37,11.94,804.63,67,-1.2,48.38,12
FR_0000697,123.11,0.65,12.02,905.26,104,-2.33,48.4,12
FR_0000699,109.06,0.4,12.23,947.09,137,-2.7033,47.8248,12
FR_0000700,95.15,0.38,12.11,855.89,468,-1.9448,48.1275,12
FR_0000702,105.43,0.45,12.12,881.39,315,-2.3688,47.9938,12
FR_0000703,59.54,0.29,12.46,789.89,118,-1.69,47.71,12
FR_0000704,70.17,0.26,12.25,774.92,820,-1.72,48.02,12
FR_0000705,206.71,0.75,12.03,710.11,27,2.74,47.59,12
FR_0000709,900.02,1.83,9.64,724.5,66.2,3.2,45.25,8
FR_0000725,651.42,1.83,11.08,661.78,73.2,3.3575,45.6219,12
FR_0000726,653.08,1.32,9.76,721.23,117,3.06,46.03,12
FR_0000727,683.46,0.43,9.14,773.95,112,2.6735,45.8698,12
FR_0000728,1079.69,2.38,8.56,842.88,140,3.53,45.07,8
FR_0000734,966.9,1.86,8.82,844.28,984,3.2641,45.3814,8
FR_0000752,864.03,3.36,9.62,798.58,95,4.13,45.49,10
FR_0000755,318.75,0.65,11.63,938.81,288,0.915,45.9122,12
FR_0000756,368.25,0.61,11.43,1001.63,125,1.34,45.73,12
FR_0000761,443.19,0.86,11.15,959.13,4100,0.78,45.87,12
FR_0000762,351.34,0.86,11.43,982.35,152,1.13,45.77,12
FR_0000763,385.51,0.69,11.16,1011.94,597,1.2396,45.7558,12
FR_0000768,480.85,0.82,10.83,929.99,62,1.71,46,12
FR_0000770,439.51,0.73,11.15,922.72,570,1.4327,46.1128,12
FR_0000771,157.78,0.48,11.44,684.48,175,0.62,48.24,12
FR_0000777,305.02,0.61,13.23,1263.05,84.3,0,43.48,12
FR_0000787,155.55,0.14,11.56,632.43,112,3.33,48.55,12
FR_0000792,323.96,0.83,11.06,835.56,2160,3.79,47.97,12
FR_0000795,406.89,1.08,10.56,861.36,223,4.38,47.41,12
FR_0000796,427.56,0.83,10.54,868.79,268,4.29,47.42,12
FR_0000797,577.43,0.74,10.54,908.91,53,4.05,47.36,12
FR_0000804,255.4,0.48,11.54,764.53,264,3.49,47.41,12
FR_0000806,243.29,0.46,11.78,734.27,194,3.51,47.51,12
FR_0000808,396.02,0.87,11.15,830.26,1180,3.76,47.6,12
FR_0000811,182.5,0.91,11.8,670.96,131,3.35,47.9333,12
