no,ELE,SLP,TMP,PPT,AREA,LON,LAT,Cluster
CA_0003819,610.6981812,0.485793263,1.924358972,423.257265,27.3392,-117.1455612,56.0141716,1
CA_0003822,809.15,0.68,-0.06,464.18,4678.799805,-117.6184235,56.92004013,1
CA_0003823,525.182469,0.515448178,0.872863191,454.9648205,103.611,-117.4885406,56.89501953,1
CA_0003824,584.1048552,0.13205,0.872863178,455.0660969,31.9137,-117.5688934,56.82860947,1
CA_0003828,703.889482,0.640420548,1.280315174,491.4912137,915.1946,-113.9213028,55.91667175,1
CA_0003831,616.5565248,0.258748793,1.504821957,445.9606838,606.2127,-115.2403793,56.54701996,1
CA_0003834,618.36,0.36,0.93,440.34,35800,-115.3891373,57.87462997,1
CA_0003853,438.91,0.23,-2.71,415.76,2700,-107.4888916,58.92778015,1
CA_0003854,404.71,0.32,-0.49,444.19,1690,-109.7894669,58.31900024,1
CA_0003855,459.79,0.16,-1.18,437.41,4030,-109.0027771,58.81388855,1
CA_0003872,494.71,0.35,-0.86,414.15,51700,-115.859642,60.74300003,1
CA_0003888,453.0930619,0.298384833,-3.897218301,384.8336798,2844.749,-108.7740784,59.99943924,1
CA_0003889,459.3351538,0.298366163,-3.78194842,389.0136722,1083.003,-108.3179703,59.79418945,1
CA_0003896,396.7284544,0.300321935,-4.824455885,361.8045841,51129.46,-111.5124969,60.46694183,1
CA_0003920,333.35,0.2,-5.64,307.74,13900,-116.9746399,63.1076889,1
CA_0003926,1408.1,3.54,-4.31,322.43,1240,-137.537384,61.56044006,9
CA_0003931,1222.16892,5.05620957,-2.37851101,863.3105396,24688.42,-138.0819397,59.39500046,9
CA_0003933,1297.208012,4.314326993,-2.320990808,636.7019703,1544.443,-137.0846405,60.11896896,9
CA_0003936,1126.78,4.35,-0.42,997.92,16700,-133.6999969,58.53860855,9
CA_0003942,1510.94,4.76,-1.22,759.4,3550,-129.7038879,57.90000153,9
CA_0003945,1193.71,1.5,-1.54,586.86,3550,-130.8264465,58.07225037,9
CA_0003948,1341.26,4,-1.3,760.25,36000,-131.75,57.48611069,9
CA_0003949,1284.14,4.47,-0.73,900.58,50900,-132.1302795,56.70806122,9
CA_0003951,1413.03,5.22,-0.61,689.04,1250,-130.1791687,57.53055954,9
CA_0003952,1292.03,5.28,0.14,1072.43,7230,-130.8730621,56.6986084,9
CA_0003953,1318.47,6.31,0.15,1278.94,844,-130.4013824,57.0408287,6
CA_0003954,1315.99,4.5,1.61,1584.69,311,-130.7208252,56.91556168,9
CA_0003956,1283.96,5.73,1.37,1386.44,218,-129.4774017,56.10934067,6
CA_0003970,735.23,6.01,3.9,1566.61,39.40000153,-129.4799957,55.45500183,6
CA_0003982,849.31,3.78,2.44,862.9,1880,-127.7161636,55.43384933,9
CA_0003987,1090.5,2.37,2.72,519.56,808,-125.4298172,54.40544128,9
CA_0003991,997.26,2.16,1.71,554.51,6760,-126.6976318,55.42654037,9
CA_0003994,1261.31,4.81,1.55,1438.78,1900,-127.4265823,54.11682892,9
CA_0004004,1243.52,4.82,2.21,729.24,125,-127.1233292,54.64860916,9
CA_0004008,1119.74,2.63,2.4,567.7,565,-126.650238,54.39608002,9
CA_0004009,1090.24,3.41,1.94,610.33,256,-127.1113892,54.7983284,9
CA_0004015,1346.83,6.02,1.81,1029.66,367,-127.4969406,54.60694122,6
CA_0004026,1174.8,5.64,2.19,1170.67,2850,-128.3246613,54.49362946,6
CA_0004036,892.47,7.33,3.83,1650.74,376,-128.7277832,54.51860809,6
CA_0004037,890,9.32,4.41,2173.36,370,-129.3128357,54.36219025,6
CA_0004053,1066.51,9.55,3.26,1279.54,159,-126.52108,52.42456055,6
CA_0004054,1333.33,9.38,2.33,1194.96,269,-126.4602814,52.38943863,6
CA_0004055,1434.17,4.93,2.03,680.85,2550,-126.0058594,52.36008072,9
CA_0004056,1476.88,5.97,2.07,738,3720,-126.1580582,52.42221832,6
CA_0004069,1130.55,6.87,2.19,1943.84,556,-127.9523621,53.56354904,6
CA_0004070,825.31,5.97,4.16,1887.48,1990,-128.690506,54.04872131,6
CA_0004071,945.37,6.54,3.61,1890.9,353,-128.6026154,54.06404877,6
CA_0004072,743.76,4.28,5.31,2152.95,180,-128.6900024,54.13639069,10
CA_0004135,1479.98,8.05,3.85,1276.5,1200,-123.4283981,50.11402893,6
CA_0004136,1618.65,7.35,4.15,1304.02,297,-123.0356216,50.07991028,6
CA_0004137,1179.275308,6.549243908,4.725457937,1740.162714,319.2852,-123.1020966,49.72594833,6
CA_0004138,877.27,8.77,5.71,1867.05,52.79999924,-123.1464767,49.68981934,6
CA_0004139,924.1215957,6.315527549,6.833475822,1953.479772,67.2652,-123.0040436,49.52030182,6
CA_0004149,1213.56,9.46,6,1597.63,147,-123.4204178,49.78718948,6
CA_0004165,1510.02,6.92,2.28,855.83,5780,-125.5943604,51.14477921,6
CA_0004182,484.32,4.36,8.37,2025.21,826,-123.7146225,48.73302841,10
CA_0004197,255.65,2.03,9.05,1374.29,93.90000153,-123.5688934,48.65805817,12
CA_0004250,614.51,4.5,8.51,1810.66,676,-123.88694,49.06861115,10
CA_0004257,730.44,5.4,7.95,2020.19,62.20000076,-124.1868134,49.02497101,10
CA_0004277,961.4,5.62,7.61,1940.82,213,-125.2140274,49.57878113,6
CA_0004278,339.4863947,0.954762876,7.612179561,1544.526282,27.7603,-125.0857162,49.7365799,12
CA_0004283,776.485595,5.822889482,7.672827611,1863.231576,452.2655,-125.0872192,49.66833115,6
CA_0004301,877.7037996,5.46713687,7.798290693,2399.575214,42.5957,-125.9883423,49.8155098,6
CA_0004314,629.43,3.66,7.62,2000.62,439,-125.744812,50.19728088,10
CA_0004317,882.37,4.23,7.39,1769.2,302,-125.2408295,49.89432907,10
CA_0004321,824.62,4.62,7.34,2003.65,268,-125.6782227,50.09041977,10
CA_0004324,1088.331489,7.995148368,6.70555572,2149.244444,103.0232,-125.8126831,49.85723114,6
CA_0004326,692.33,5.38,6.71,1819.76,84.19999695,-125.5096436,49.92984009,10
CA_0004346,709.4537658,5.275875879,7.331970093,2561.049163,827.2159,-126.6108093,50.21482849,10
CA_0004347,189.2402807,1.976580517,8.748931652,2642.258333,72.5754,-128.168396,50.6693306,10
CA_0004364,1278.69,2.69,2.38,501,150,-125.4083328,53.26332855,9
CA_0004367,1112.37,2.38,2.37,876.38,15500,-124.8392792,53.6855011,9
CA_0004380,1174.07,2.79,1.34,998.75,369,-126.9547195,53.90250015,9
CA_0004408,1795.49,4.82,2.01,933.97,253,-120.2201385,53.44406128,9
CA_0004416,1376.7,5.32,1.9,912.49,103,-120.977417,54.29677963,9
CA_0004419,892.38,0.36,2.53,599.05,303,-123.2372208,54.60528183,1
CA_0004424,1114.51,2.34,3.54,825.3,2860,-122.3730621,54.04555893,9
CA_0004425,1193.81,3.06,3.11,907.13,3330,-122.1028595,54.01694107,9
CA_0004436,1087.04,1.35,3.07,480.86,1550,-122.5094376,52.9738884,1
CA_0004443,1459.44,2.42,3.59,880.17,127,-121.7674713,52.91490173,9
CA_0004457,1201.94,1.09,2,403.36,3240,-123.5472183,52.9291687,1
CA_0004459,1325.99,1.26,1.27,429.6,992,-123.8027802,52.98611069,9
CA_0004474,1201.31,1.25,3.59,724.53,548,-121.4080582,52.31555939,1
CA_0004550,1523.04,6.25,2.05,1090.6,4490,-119.9143524,51.60186005,6
CA_0004567,1441.44,6.35,3.88,907.52,624,-119.9376984,51.24533081,6
CA_0004570,1228.45,5.17,4.65,660.44,515,-120.1227798,51.13499832,9
CA_0004572,1630.35,6.63,3.86,970.34,166,-119.8816376,51.35438156,6
CA_0004608,1195.28,3.53,4.93,773.71,769,-118.8591232,50.29790115,9
CA_0004610,1253.49,3.47,4.93,780.91,632,-118.9612427,50.25246811,9
CA_0004712,1030.92,5.37,6.27,748.72,20.79999924,-119.1961594,50.69665146,6
CA_0004762,1312.22,2.17,3.96,639.34,666,-120.7986069,51.33555984,9
CA_0004777,1684.67,4.1,3.33,606.78,31.89999962,-121.6352768,50.72639084,9
CA_0004844,1235.55,2.26,4.19,481.21,2960,-120.6687622,50.16213989,9
CA_0004846,1338.35,2.49,4.4,432.9,1230,-120.8822708,50.14588165,9
CA_0004851,1733.87,2.33,1.94,516.9,98.80000305,-124.1453094,51.67385864,9
CA_0004857,1393.11,2.25,1.85,508.78,19200,-122.6547775,51.84793854,9
CA_0004858,1831.87,2.16,0.65,591.86,1010,-123.1158905,51.52368927,9
CA_0004900,992.3785042,1.559947954,4.287179605,493.6700855,98.3521,-122.2946396,52.42625046,1
CA_0004947,2005.09,5.46,1.17,900.63,144,-123.4532776,50.85622025,6
CA_0004949,1785.64,4.7,2.46,631.55,581,-122.2393112,50.9126091,9
CA_0004993,1510.35,7.84,3.88,1096.69,712,-121.8628693,49.95386124,6
CA_0004996,1202.135476,6.084996695,4.129131158,939.8976638,621.4983,-121.384491,49.36846161,6
CA_0005013,1378.47,4.38,3.7,1064.62,32.40000153,-122.8046494,50.31554031,9
CA_0005014,1585.380956,7.720187313,3.695726651,1242.445513,94.7748,-122.9488068,50.1202507,6
CA_0005053,290.05,3.21,9.05,2078.75,47.70000076,-122.5366135,49.20708847,10
CA_0005062,73.92,0.57,9.35,1650,48.90000153,-122.5964279,49.13354111,12
CA_0005063,238.64,2.56,8.76,1976.97,17.10000038,-122.3372192,49.14833069,10
CA_0005070,1315.21,6.7,5.3,1480.85,650,-121.663002,49.1017189,6
CA_0005083,1020.74,5.67,6.67,1903.15,52.5,-122.792511,49.48794174,6
CA_0005086,1248.98,6.96,4.58,1626.59,290,-122.3230667,49.55619049,6
CA_0005087,832.75,4.88,8.76,1735.87,78.19999695,-122.1272202,49.23971939,10
CA_0005090,89.52,0.33,8.76,1564.37,19,-122.4069595,49.00233078,12
CA_0005092,48.41887221,0.582343224,9.34636764,1632.021937,57.6309,-122.6600876,49.09569931,12
CA_0005093,88.53612518,0.432671,8.759401737,1528.471795,11.4904,-122.4718704,49.00368118,12
CA_0005163,1967.55,7.95,-0.67,982.7,587,-116.9693604,51.48249817,6
CA_0005164,2140.05,9.41,0.5,1461.96,135,-117.7411118,51.61306,6
CA_0005165,2043.57,8.31,0.61,1438.32,429,-117.7184982,51.67798996,6
CA_0005166,2131.27,7.3,-1.2,951.43,230,-116.7425003,51.65472031,6
CA_0005167,1998.82,6.78,0.77,1042.51,80.5,-116.8989029,51.5265007,6
CA_0005169,1881.25,7.46,0.55,1438.84,1150,-117.4653015,51.50909042,6
CA_0005173,1899.54,9.19,1.15,1098.95,305,-119.3848572,52.73152924,6
CA_0005185,1720.91,8.02,1.25,1550.89,1150,-118.0851364,51.01263046,6
CA_0005190,1619.15,6.5,2.1,1314.97,112,-118.6705627,51.63943863,6
CA_0005281,1441.04,4.57,3.85,1019.24,298,-118.1898422,49.89694977,9
CA_0005285,1538.63,3.56,3.77,948.71,56.70000076,-117.2391663,49.23453903,9
CA_0005288,1736.21,4.54,2.37,1336.34,113,-117.5180588,50.34333038,9
CA_0005303,2065.98,6.28,-0.16,714.75,69.69999695,-115.5299988,50.65972137,6
CA_0005304,1967.14,7.46,0.1,695.31,653,-115.6191711,50.52528,6
CA_0005361,1743.83,5.8,1.41,722.55,11500,-115.6353378,49.61203003,6
CA_0005369,1625.81,5.04,2.97,665.69,135,-115.8967285,49.71366119,9
CA_0005370,1836.38,6.54,2.74,935.31,208,-116.4350433,49.73727036,6
CA_0005371,1457.06,3.41,4.74,681.15,313,-115.4363937,49.1883316,9
CA_0005463,1732.22,7.6,1.15,1210.32,4080,-116.9552078,50.23287964,6
CA_0005464,1903.47,8.41,0.34,1268.3,1310,-117.048027,50.63750076,6
CA_0005472,2028.01,7.68,1.79,1010.84,585,-116.7848587,50.08200073,6
CA_0005473,2162.91,8.54,1.03,1013.33,119,-116.5752792,50.15832901,6
CA_0005474,1906.17,7.5,2.74,1156.75,92.30000305,-117.1219788,49.87255096,6
CA_0005598,1677.51,6.01,2.74,1081.85,181,-117.4459686,49.69712067,6
CA_0005606,1767.28,3.89,3.77,1038.77,47.70000076,-117.2116394,49.51853943,9
CA_0005624,1986.06,4.38,0.95,680.9,621,-114.8666611,49.89395905,9
CA_0005625,1749.21,5.72,1.74,672.17,83.90000153,-114.8600006,49.84333038,6
CA_0005626,1801.77,4.27,1.9,704.73,637,-114.8566666,49.73028183,9
CA_0005627,2109.17,3.87,0.5,702.44,104,-114.8824997,50.20138931,4
CA_0005628,2006.28,5.27,1.74,708.18,138,-114.8333588,49.89149094,4
CA_0005630,1881.2,3.73,1.74,714.18,6.400000095,-114.9538879,49.5841713,9
CA_0005660,1404.49,3.26,3.29,691.53,5580,-120.1523132,49.37696838,9
CA_0005668,1654.01,2.91,3.83,561.41,388,-120.0687408,49.36418915,9
CA_0005678,1695.59,4.24,2.48,874.88,566,-120.5793686,49.09893036,9
CA_0005679,1647.06,3.87,2.67,919.07,408,-120.6725464,49.09410095,9
CA_0005680,1544.63,2.97,3.5,889.15,253,-120.9789124,49.46567917,9
CA_0005768,1403.14,4.71,3.34,532.19,34.59999847,-120.0111694,49.71234131,9
CA_0005772,1505.35,2.13,3.71,653.45,31.29999924,-119.6666718,50.0708313,9
CA_0005776,1158.67,4.74,5.75,757.88,60.59999847,-119.0819397,50.25777817,9
CA_0005777,1386.07,0.78,5.75,732.2,12.69999981,-119.2516708,50.00500107,8
CA_0005800,1682.47,3.03,4.13,623.52,117,-119.3213882,49.24927902,9
CA_0005802,1317.39,2.42,5.53,479.82,40.70000076,-119.8520279,49.79457855,9
CA_0005803,1423.36,4.36,3.71,646.54,114,-119.5386124,50.21221924,9
CA_0005826,1909.11,2.68,2.73,1039.67,16.10000038,-118.8708267,49.9858284,9
CA_0005854,1405.55,3.39,3.28,706.07,145,-119.0519638,49.56536865,9
CA_0005857,1403.62,2.83,3.65,662.16,1170,-119.1083298,49.48416901,9
CA_0005858,1455.54,4.18,4.16,901.69,221,-118.3117523,49.58914185,9
CA_0005864,1819.75,4.02,2.52,771.43,145,-114.5358276,49.09471893,9
CA_0005865,1785.82,3,2.52,768.4,92.80000305,-114.5530624,49.09416962,9
CA_0005868,216.87,2.19,7.54,1864.53,480,-132.2097168,53.6138916,10
CA_0005870,279.2968799,2.672860056,7.414529874,2138.052885,46.5251,-132.138031,53.25268173,10
CA_0005895,1419.253597,4.864331568,-2.21011403,429.3086138,363.8599,-135.4862518,60.72574997,9
CA_0005901,990.1373128,2.570429405,-2.054914514,447.5217949,25.3093,-132.1444397,60.00693893,9
CA_0005906,1070.1,2.64,-4.66,290.45,1800,-137.0096741,62.56782913,9
CA_0005910,1245.938913,2.812158014,-5.787646905,509.3741617,5047.719,-130.6027832,62.03055954,9
CA_0005911,1419.25,4.03,-6.92,488.48,997,-130.5416718,62.92499924,9
CA_0005916,1176.44,2.42,-5.05,425.77,21900,-133.3778076,62.2207489,9
CA_0005920,1782.71,5.33,-5.3,529.51,654,-139.167923,61.34600067,9
CA_0005921,1175.188784,2.550875306,-4.397255635,309.449844,10315.87,-139.0426025,62.20497131,9
CA_0005922,1835.64,5.1,-6.35,724.71,6230,-140.55867,61.98817062,9
CA_0005925,1408.15,3.41,-7.14,447.24,4840,-131.5,63.33555984,9
CA_0005926,1198.7,4.12,-4.94,350.99,4770,-134.1391754,64.01499939,9
CA_0005931,1058.87,3.51,-5.26,365.8,51000,-139.2544403,63.28221893,9
CA_0005932,1025.33,3.37,-4.5,357.11,4750,-137.2694397,63.61111069,9
CA_0005933,1016.72,2.52,-5.85,348.17,7810,-139.4077759,64.04277802,9
CA_0005934,1233.5,3.65,-6.7,352.64,1090,-138.596283,64.00196838,9
CA_0005938,752.87,1.97,-4.87,342.36,2210,-139.6295776,63.77000046,1
CA_0005946,410.49,0.73,-9.48,205.1,13900,-139.6963959,67.63443756,1
CA_0005948,546.8,1.23,-8.36,261.52,58900,-140.8911133,67.42417145,1
CA_0005949,1171.23,2.5,-4.07,526.69,32600,-128.9069366,60.05083084,9
CA_0005951,1238.851306,2.716399983,-3.246769758,591.3794513,4574.259,-129.5500031,60.20417023,9
CA_0005952,1258.321777,2.577264756,-3.223725181,600.9361026,2759.9,-129.702774,60.15832901,9
CA_0005953,1200.72,3.13,-4.92,551.93,12800,-129.1188965,60.4738884,9
CA_0005957,1296.4,3.3,-2.58,601.53,1700,-129.1277771,59.7583313,9
CA_0005962,1422.92,4.17,-2.32,617.15,6580,-127.8447189,59.06444168,9
CA_0005969,1585.02,4.87,-2.15,641.9,2540,-125.3826065,58.85496902,9
CA_0005970,1178.72,2.91,-3.14,563.1,119000,-124.476387,59.74250031,9
CA_0005971,1160.78,2.76,-3.52,552.44,61600,-127.2275009,59.70111084,9
CA_0005972,1379.55,4.23,-1.84,598.13,1170,-125.9402466,59.33597183,9
CA_0005974,1015.28,2.92,-2.3,527.74,209,-126.2275009,59.45417023,9
CA_0005978,865.73,1.57,-2.64,517.99,3740,-126.4805603,59.55332947,1
CA_0005979,599.3287928,0.371044623,0.331126425,445.5479856,6748.822,-121.4639206,58.27119064,1
CA_0005985,560.47,0.73,0.31,547.6,277,-123.3188934,58.8923912,1
CA_0005986,758.98,1.61,0.61,541.05,335,-122.7201691,58.03025055,1
CA_0005987,718.68,1.57,0.54,538.3,109,-122.7155838,58.10599899,1
CA_0005989,561.0452886,0.338422431,-1.392083606,437.5630443,20892.18,-122.9563904,59.9888916,1
CA_0005993,1455.07,4.29,-6.36,582.77,14500,-125.7970276,61.6361084,9
CA_0005996,1288.26,4.01,-5.49,555.99,31100,-124.0697174,61.26332855,9
CA_0006007,269.0262667,0.261635585,-2.512393082,423.3353846,129.9091,-121.4562836,61.41630936,1
CA_0006012,389.4400948,0.63158428,-3.293376131,396.260057,119.2622,-120.7919235,61.81650162,1
CA_0006024,1506.588417,4.110912843,-7.564807366,512.7192909,10461.21,-128.2138824,64.13667297,9
CA_0006067,111.0014318,0.056404732,-8.067307839,230.3042735,15.0596,-133.5262146,68.31278229,1
CA_0006071,1023.06,1.72,-7.44,303.24,5410,-138.297226,65.36250305,1
CA_0006074,947.28,2.85,-7.1,344.6,8910,-134.0277863,65.96943665,9
CA_0006089,114.3236037,0.502040964,-8.768177791,209.6052137,349.686,-133.5919952,68.86743927,1
CA_0006093,444.7674511,0.228896648,-9.064027273,269.8139305,6243.91,-111.9546432,64.61575317,1
CA_0006095,445.73,0.3,-9.36,259.62,19200,-114.007782,65.41583252,1
